ags,election_year,turnout,cdu_csu,spd,gruene,fdp,linke_pds,afd,bsw,winner_party,winner_voteshare,election_type,round,number_voters,eligible_voters
12061000,2023,,,,,,,,,Einzelwahlvorschlag,0.6478,Landratswahl,stichwahl,,147067
12062000,2026,0.5468,0.3455,,,,,,,CDU,0.3455,Landratswahl,hauptwahl,45500,83218
12062000,2026,,,,,,,,,Einzelwahlvorschlag,0.6453,Landratswahl,stichwahl,,83169
12063000,2024,0.4678,0.5364,,,,,,,CDU,0.5364,Landratswahl,hauptwahl,65694,140444
12064000,2021,,,0.4279,,,,,,SPD,0.4279,Landratswahl,hauptwahl,,166805
12064000,2021,,,0.5385,,,,,,SPD,0.5385,Landratswahl,stichwahl,,166844
12065000,2021,,,0.3963,,,,,,SPD,0.3963,Landratswahl,hauptwahl,,181961
12065000,2021,,,0.6429,,,,,,SPD,0.6429,Landratswahl,stichwahl,,181893
12066000,2026,0.4342,0.4881,,,,,,,CDU,0.4881,Landratswahl,hauptwahl,39254,90407
12066000,2026,,0.534,,,,,,,CDU,0.534,Landratswahl,stichwahl,,90343
12067000,2023,0.3664,,,,,,0.2479,,AfD,0.2479,Landratswahl,hauptwahl,55822,152346
12067000,2023,,,0.5243,,,,,,SPD,0.5243,Landratswahl,stichwahl,,152405
12068000,2018,0.3244,,0.4071,,,,,,SPD,0.4071,Landratswahl,hauptwahl,27795,85683
12068000,2018,,,0.5898,,,,,,SPD,0.5898,Landratswahl,stichwahl,,85624
12069000,2022,,,0.3584,,,,,,SPD,0.3584,Landratswahl,hauptwahl,,182692
12069000,2022,,,0.6644,,,,,,SPD,0.6644,Landratswahl,stichwahl,,182658
12070000,2022,,,0.6553,,,,,,SPD,0.6553,Landratswahl,hauptwahl,,65358
12071000,2026,0.5482,,,,,,0.4241,,AfD,0.4241,Landratswahl,hauptwahl,51638,94199
12071000,2026,,0.5149,,,,,,,CDU,0.5149,Landratswahl,stichwahl,,94178
12072000,2021,,,,,,0.2627,,,DIE LINKE,0.2627,Landratswahl,hauptwahl,,144529
12072000,2021,,,,,,0.5502,,,DIE LINKE,0.5502,Landratswahl,stichwahl,,144664
12073000,2026,0.5526,0.6001,,,,,,,CDU,0.6001,Landratswahl,hauptwahl,55201,99886
13051000,2001,0.364,,0.412,,,,,,SPD,0.412,Landratswahl,hauptwahl,35329,97055
13051000,2001,0.2577,,0.628,,,,,,SPD,0.628,Landratswahl,stichwahl,25003,97005
13051000,2008,0.3125,,0.661,,,,,,SPD,0.661,Landratswahl,hauptwahl,31867,101981
13052000,2000,0.3184,0.416,,,,,,,CDU,0.416,Landratswahl,hauptwahl,24881,78149
13052000,2000,0.2605,0.599,,,,,,,CDU,0.599,Landratswahl,stichwahl,20340,78083
13052000,2008,0.3017,0.37,,,,,,,CDU,0.37,Landratswahl,hauptwahl,21727,72017
13052000,2008,0.2425,,,,,0.548,,,DIE LINKE,0.548,Landratswahl,stichwahl,17455,71976
13053000,2001,0.3924,,0.416,,,,,,SPD,0.416,Landratswahl,hauptwahl,36297,92491
13053000,2001,0.3145,,0.515,,,,,,SPD,0.515,Landratswahl,stichwahl,29076,92450
13053000,2008,0.3074,,0.415,,,,,,SPD,0.415,Landratswahl,hauptwahl,27183,88419
13053000,2008,0.2295,,0.579,,,,,,SPD,0.579,Landratswahl,stichwahl,20272,88349
13054000,2001,0.4088,,0.606,,,,,,SPD,0.606,Landratswahl,hauptwahl,43961,107532
13054000,2008,0.3547,,0.688,,,,,,SPD,0.688,Landratswahl,hauptwahl,38495,108521
13055000,2001,0.3738,0.431,,,,,,,CDU,0.431,Landratswahl,hauptwahl,27232,72851
13055000,2001,0.2793,0.584,,,,,,,CDU,0.584,Landratswahl,stichwahl,20340,72831
13055000,2002,0.3534,0.402,,,,,,,CDU,0.402,Landratswahl,hauptwahl,25709,72745
13055000,2002,0.2802,0.556,,,,,,,CDU,0.556,Landratswahl,stichwahl,20385,72743
13055000,2009,0.5111,0.39,,,,,,,CDU,0.39,Landratswahl,hauptwahl,35283,69040
13055000,2009,0.3171,0.506,,,,,,,CDU,0.506,Landratswahl,stichwahl,21883,69012
13056000,2001,0.4204,0.571,,,,,,,CDU,0.571,Landratswahl,hauptwahl,24352,57930
13056000,2007,0.2664,0.359,,,,,,,CDU,0.359,Landratswahl,hauptwahl,15573,58449
13056000,2007,0.2147,0.517,,,,,,,CDU,0.517,Landratswahl,stichwahl,12544,58430
13056000,2009,0.4815,0.647,,,,,,,CDU,0.647,Landratswahl,hauptwahl,27209,56504
13057000,2001,0.3875,0.559,,,,,,,CDU,0.559,Landratswahl,hauptwahl,38125,98397
13057000,2008,0.3438,0.652,,,,,,,CDU,0.652,Landratswahl,hauptwahl,32706,95143
13058000,2001,0.331,,0.354,,,,,,SPD,0.354,Landratswahl,hauptwahl,32463,98075
13058000,2001,0.2384,,0.569,,,,,,SPD,0.569,Landratswahl,stichwahl,23383,98075
13058000,2008,0.3114,,0.65,,,,,,SPD,0.65,Landratswahl,hauptwahl,31418,100888
13059000,2001,0.3689,0.441,,,,,,,CDU,0.441,Landratswahl,hauptwahl,35230,95488
13059000,2001,0.3042,,,,,0.542,,,PDS,0.542,Landratswahl,stichwahl,29033,95431
13059000,2008,0.3447,,,,,0.446,,,DIE LINKE,0.446,Landratswahl,hauptwahl,32365,93904
13059000,2008,0.2746,,,,,0.609,,,DIE LINKE,0.609,Landratswahl,stichwahl,25782,93878
13060000,2001,0.4252,,0.546,,,,,,SPD,0.546,Landratswahl,hauptwahl,37907,89141
13060000,2008,0.3456,,0.543,,,,,,SPD,0.543,Landratswahl,hauptwahl,29875,86434
13061000,2001,0.3676,,,,,0.423,,,PDS,0.423,Landratswahl,hauptwahl,23011,62590
13061000,2001,0.2127,,,,,,,,PDS,,Landratswahl,stichwahl,13307,62556
13061000,2001,0.3251,,,,,0.482,,,PDS,0.482,Landratswahl,hauptwahl,20322,62507
13061000,2001,0.2966,,,,,0.537,,,PDS,0.537,Landratswahl,stichwahl,18529,62471
13061000,2008,0.3972,,,,,0.683,,,DIE LINKE,0.683,Landratswahl,hauptwahl,23956,60311
13062000,2004,0.4854,0.362,,,,,,,CDU,0.362,Landratswahl,hauptwahl,33037,68061
13062000,2004,0.2664,,,,,,,,BB UER,0.609,Landratswahl,stichwahl,18129,68046
13071000,2011,0.5015,0.385,,,,,,,CDU,0.385,Landratswahl,hauptwahl,117556,234394
13071000,2011,0.2862,0.545,,,,,,,CDU,0.545,Landratswahl,stichwahl,67034,234230
13071000,2018,0.2867,0.513,,,,,,,CDU,0.513,Landratswahl,hauptwahl,63905,222932
13071000,2025,0.4779,,,,,,0.361,,AfD,0.361,Landratswahl,hauptwahl,103360,216272
13071000,2025,0.4469,0.597,,,,,,,CDU,0.597,Landratswahl,stichwahl,96556,216057
13072000,2011,0.5283,,0.448,,,,,,SPD,0.448,Landratswahl,hauptwahl,97271,184135
13072000,2011,0.2293,,0.73,,,,,,SPD,0.73,Landratswahl,stichwahl,42220,184111
13072000,2013,0.656,0.38,,,,,,,CDU,0.38,Landratswahl,hauptwahl,119158,181657
13072000,2013,0.2898,,0.507,,,,,,SPD,0.507,Landratswahl,stichwahl,52664,181731
13072000,2020,0.3158,,0.546,,,,,,SPD,0.546,Landratswahl,hauptwahl,57755,182899
13073000,2011,0.4807,0.425,,,,,,,CDU,0.425,Landratswahl,hauptwahl,95322,198301
13073000,2011,0.3266,0.517,,,,,,,CDU,0.517,Landratswahl,stichwahl,64742,198254
13073000,2018,0.283,0.346,,,,,,,CDU,0.346,Landratswahl,hauptwahl,54660,193125
13073000,2018,0.2089,,0.566,,,,,,SPD,0.566,Landratswahl,stichwahl,40309,192923
13073000,2025,0.448,,,,,,,,Einzelbewerber,0.492,Landratswahl,hauptwahl,85495,190856
13073000,2025,0.3899,,,,,,,,Einzelbewerber,0.751,Landratswahl,stichwahl,74321,190614
13074000,2011,0.5149,,0.76,,,,,,SPD,0.76,Landratswahl,hauptwahl,69038,134092
13074000,2014,0.4844,,0.334,,,,,,SPD,0.334,Landratswahl,hauptwahl,64211,132555
13074000,2014,0.2241,,0.57,,,,,,SPD,0.57,Landratswahl,stichwahl,29698,132520
13074000,2021,0.3714,0.359,,,,,,,CDU,0.359,Landratswahl,hauptwahl,49440,133129
13074000,2021,0.3223,0.619,,,,,,,CDU,0.619,Landratswahl,stichwahl,42856,132958
13075000,2011,0.5035,,,,,0.371,,,DIE LINKE,0.371,Landratswahl,hauptwahl,105799,210138
13075000,2011,0.277,,,,,0.595,,,DIE LINKE,0.595,Landratswahl,stichwahl,58204,210109
13075000,2018,0.3231,0.415,,,,,,,CDU,0.415,Landratswahl,hauptwahl,65206,201815
13075000,2018,0.2456,0.795,,,,,,,CDU,0.795,Landratswahl,stichwahl,49512,201605
13075000,2025,0.4817,0.394,,,,,,,CDU,0.394,Landratswahl,hauptwahl,95099,197407
13075000,2025,0.4553,0.611,,,,,,,CDU,0.611,Landratswahl,stichwahl,89773,197173
13076000,2011,0.5386,,0.457,,,,,,SPD,0.457,Landratswahl,hauptwahl,100437,186461
13076000,2011,0.2911,,0.634,,,,,,SPD,0.634,Landratswahl,stichwahl,54268,186398
13076000,2018,0.3403,,0.364,,,,,,SPD,0.364,Landratswahl,hauptwahl,61991,182185
13076000,2018,0.2341,,0.631,,,,,,SPD,0.631,Landratswahl,stichwahl,42599,181988
13076000,2025,0.5052,,0.579,,,,,,SPD,0.579,Landratswahl,hauptwahl,89581,177326
14178000,2002,,0.803,,,,,,,CDU,0.803,Landratswahl,hauptwahl,,
14280000,2002,,0.641,,,,,,,CDU,0.641,Landratswahl,hauptwahl,,
14292000,2002,,0.534,,,,,,,CDU,0.534,Landratswahl,hauptwahl,,
14521000,2008,0.4844,0.4289,,,,,,,CDU,0.4289,Landratswahl,hauptwahl,157752,325663
14521000,2008,0.2659,0.5579,,,,,,,CDU,0.5579,Landratswahl,stichwahl,86689,325972
14521000,2015,0.4296,0.5866,,,,,,,CDU,0.5866,Landratswahl,hauptwahl,127073,295789
14521000,2022,0.3805,0.4006,,,,,,,CDU,0.4006,Landratswahl,stichwahl,209184,549700
14522000,2008,0.4804,0.5002,,,,,,,CDU,0.5002,Landratswahl,hauptwahl,138574,288454
14522000,2015,0.4204,0.6574,,,,,,,CDU,0.6574,Landratswahl,hauptwahl,110713,263327
14522000,2022,0.3663,,,,,,,,EB Neubauer,0.5558,Landratswahl,stichwahl,181146,494552
14522000,2025,0.5417,,,,,,,,FW Mittelsachsen/ CDU,0.5026,Landratswahl,hauptwahl,131327,242440
14523000,2008,0.4252,0.6584,,,,,,,CDU,0.6584,Landratswahl,hauptwahl,92305,217095
14523000,2015,0.3462,0.5653,,,,,,,CDU,0.5653,Landratswahl,hauptwahl,68677,198348
14523000,2022,0.3247,0.6337,,,,,,,CDU,0.6337,Landratswahl,stichwahl,120384,370810
14524000,2008,0.4075,0.5274,,,,,,,CDU,0.5274,Landratswahl,hauptwahl,122854,301481
14524000,2015,0.3491,0.6077,,,,,,,CDU,0.6077,Landratswahl,hauptwahl,96521,276473
14524000,2022,0.2893,0.3594,,,,,,,CDU,0.3594,Landratswahl,stichwahl,149362,516232
14625000,2008,0.4772,0.5164,,,,,,,CDU,0.5164,Landratswahl,hauptwahl,134725,282339
14625000,2015,0.3997,0.724,,,,,,,CDU,0.724,Landratswahl,hauptwahl,103107,257991
14625000,2022,0.367,0.4354,,,,,,,CDU,0.4354,Landratswahl,stichwahl,180290,491260
14626000,2008,0.4606,0.4285,,,,,,,CDU,0.4285,Landratswahl,hauptwahl,112293,243787
14626000,2008,0.2447,0.5757,,,,,,,CDU,0.5757,Landratswahl,stichwahl,59767,244200
14626000,2015,0.366,0.7303,,,,,,,CDU,0.7303,Landratswahl,hauptwahl,81060,221488
14626000,2022,0.3974,0.5646,,,,,,,CDU,0.5646,Landratswahl,stichwahl,165900,417422
14627000,2008,0.4265,0.5672,,,,,,,CDU,0.5672,Landratswahl,hauptwahl,93450,219091
14627000,2015,0.3682,0.6018,,,,,,,CDU,0.6018,Landratswahl,hauptwahl,75548,205166
14627000,2020,0.4049,0.5147,,,,,,,CDU,0.5147,Landratswahl,hauptwahl,81097,200305
14628000,2008,0.4927,0.5241,,,,,,,CDU,0.5241,Landratswahl,hauptwahl,107148,217492
14628000,2015,0.4294,0.5639,,,,,,,CDU,0.5639,Landratswahl,hauptwahl,88447,205972
14628000,2022,0.4892,0.544,,,,,,,CDU,0.544,Landratswahl,hauptwahl,196246,401128
14729000,2008,0.4826,0.4821,,,,,,,CDU,0.4821,Landratswahl,hauptwahl,112444,233014
14729000,2008,0.3604,0.57,,,,,,,CDU,0.57,Landratswahl,stichwahl,83993,233039
14729000,2015,0.3962,0.6429,,,,,,,CDU,0.6429,Landratswahl,hauptwahl,86282,217762
14729000,2022,0.4594,0.6991,,,,,,,CDU,0.6991,Landratswahl,hauptwahl,196218,427134
14730000,2008,0.4295,0.3925,,,,,,,CDU,0.3925,Landratswahl,hauptwahl,77549,180556
14730000,2008,0.2427,0.457,,,,,,,CDU,0.457,Landratswahl,stichwahl,43828,180595
14730000,2015,0.3477,0.5171,,,,,,,CDU,0.5171,Landratswahl,hauptwahl,58025,166894
14730000,2022,0.375,0.6294,,,,,,,CDU,0.6294,Landratswahl,hauptwahl,122752,327334
15081000,2015,0.4057,0.74,,,,,,,CDU,0.74,Landratswahl,hauptwahl,30183,74406
15081000,2022,0.35,0.3803,,,,,,,CDU,0.3803,Landratswahl,hauptwahl,24497,69998
15081000,2022,0.242,,0.5114,,,,,,SPD,0.5114,Landratswahl,stichwahl,16927,69938
15082000,2007,0.3494,0.4561,,,,,,,CDU,0.4561,Landratswahl,hauptwahl,57447,164420
15082000,2014,0.4248,0.5414,,,,,,,CDU,0.5414,Landratswahl,hauptwahl,62316,146680
15082000,2021,0.568,0.5728,,,,,,,CDU,0.5728,Landratswahl,hauptwahl,77723,136839
15083000,2007,0.3631,0.5037,,,,,,,CDU,0.5037,Landratswahl,hauptwahl,59428,163668
15083000,2025,0.352,0.6245,,,,,,,CDU,0.6245,Landratswahl,hauptwahl,50288,142877
15084000,2007,0.3472,,,,,,,,Die Linke.,0.1381,Landratswahl,hauptwahl,62640,180432
15084000,2014,0.4526,0.4542,,,,,,,CDU,0.4542,Landratswahl,hauptwahl,73711,162874
15084000,2014,0.2293,0.6135,,,,,,,CDU,0.6135,Landratswahl,stichwahl,37347,162880
15084000,2021,0.3725,0.5535,,,,,,,CDU,0.5535,Landratswahl,hauptwahl,57168,153476
15085000,2007,0.3853,0.5868,,,,,,,CDU,0.5868,Landratswahl,hauptwahl,82611,214413
15085000,2020,0.3107,0.5535,,,,,,,CDU,0.5535,Landratswahl,hauptwahl,57642,185503
15086000,2007,0.3632,,,,,,,,,0.6008,Landratswahl,hauptwahl,32035,88199
15086000,2014,0.4804,0.2588,,,,,,,CDU,0.2588,Landratswahl,hauptwahl,38787,80740
15086000,2014,0.2581,,0.6893,,,,,,SPD,0.6893,Landratswahl,stichwahl,20807,80619
15086000,2021,0.5977,,0.6991,,,,,,SPD,0.6991,Landratswahl,hauptwahl,46136,77187
15087000,2007,0.3473,0.3066,,,,,,,CDU,0.3066,Landratswahl,hauptwahl,49531,142633
15087000,2014,0.4559,,,,,0.2664,,,DIE LINKE,0.2664,Landratswahl,hauptwahl,57548,126226
15087000,2014,0.3141,,,,,0.8056,,,DIE LINKE,0.8056,Landratswahl,stichwahl,39605,126099
15087000,2021,0.5699,0.33,,,,,,,CDU,0.33,Landratswahl,hauptwahl,66116,116005
15087000,2021,0.3215,0.7922,,,,,,,CDU,0.7922,Landratswahl,stichwahl,37265,115925
15088000,2007,0.3172,0.3524,,,,,,,CDU,0.3524,Landratswahl,hauptwahl,57121,180055
15088000,2014,0.4485,0.4695,,,,,,,CDU,0.4695,Landratswahl,hauptwahl,73681,164290
15088000,2014,0.1839,0.591,,,,,,,CDU,0.591,Landratswahl,stichwahl,30188,164129
15088000,2026,0.4929,,,,,,0.4326,,AfD,0.4326,Landratswahl,hauptwahl,75631,153450
15088000,2026,0.4485,0.5434,,,,,,,CDU,0.5434,Landratswahl,stichwahl,68667,153115
15089000,2007,0.3464,0.3201,,,,,,,CDU,0.3201,Landratswahl,hauptwahl,67646,195298
15089000,2014,0.4061,0.3887,,,,,,,CDU,0.3887,Landratswahl,hauptwahl,70839,174445
15089000,2014,0.193,,0.526,,,,,,SPD,0.526,Landratswahl,stichwahl,33650,174333
15089000,2021,0.2207,,0.6516,,,,,,SPD,0.6516,Landratswahl,hauptwahl,35807,162236
15090000,2019,0.3621,,,,,,,,"DIE LINKE, GRÜNE, SPD",0.4691,Landratswahl,hauptwahl,34459,95172
15090000,2019,0.281,,,,,,,,"DIE LINKE, GRÜNE, SPD",0.6899,Landratswahl,stichwahl,26720,95080
15091000,2007,0.3576,0.2827,,,,,,,CDU,0.2827,Landratswahl,hauptwahl,45432,127057
15091000,2014,0.4686,,,,,0.4042,,,DIE LINKE,0.4042,Landratswahl,hauptwahl,53756,114717
15091000,2014,0.2636,,,,,0.5612,,,DIE LINKE,0.5612,Landratswahl,stichwahl,30240,114719
15091000,2021,0.6086,0.3686,,,,,,,CDU,0.3686,Landratswahl,hauptwahl,65643,107867
15091000,2021,0.3499,0.8138,,,,,,,CDU,0.8138,Landratswahl,stichwahl,37723,107818
16061000,2006,0.3701,0.7431,,,,,,,CDU,0.7431,Landratswahl,hauptwahl,32991,89148
16061000,2012,0.4123,0.7026,,,,,,,CDU,0.7026,Landratswahl,hauptwahl,35272,85550
16061000,2018,0.4087,,,,,,,,,0.8224,Landratswahl,hauptwahl,34367,84091
16061000,2024,0.6621,,,,,,,,,0.4629,Landratswahl,hauptwahl,57345,86605
16061000,2024,0.6303,,,,,,,,,0.7018,Landratswahl,stichwahl,54564,86564
16062000,2006,0.4115,0.5269,,,,,,,CDU,0.5269,Landratswahl,hauptwahl,32162,78161
16062000,2012,0.4486,0.3519,,,,,,,CDU,0.3519,Landratswahl,hauptwahl,33518,74719
16062000,2012,0.3693,,,,,0.5546,,,DIE LINKE,0.5546,Landratswahl,stichwahl,27557,74627
16062000,2015,0.3544,,0.3399,,,,,,SPD,0.3399,Landratswahl,hauptwahl,25658,72407
16062000,2015,0.2766,,0.6467,,,,,,SPD,0.6467,Landratswahl,stichwahl,20020,72377
16062000,2021,0.3948,,,,,,,,,0.5655,Landratswahl,hauptwahl,27518,69707
16063000,2006,0.4078,0.4389,,,,,,,CDU,0.4389,Landratswahl,hauptwahl,47418,116279
16063000,2006,0.2395,0.5645,,,,,,,CDU,0.5645,Landratswahl,stichwahl,27862,116323
16063000,2012,0.4249,0.564,,,,,,,CDU,0.564,Landratswahl,hauptwahl,46668,109822
16063000,2018,0.3796,,,,,,,,,0.7133,Landratswahl,hauptwahl,40083,105580
16063000,2024,0.6178,,,,,,,,,0.4295,Landratswahl,hauptwahl,80770,130746
16063000,2024,0.5979,,,,,,,,,0.6295,Landratswahl,stichwahl,78131,130674
16064000,2006,0.4543,,0.7233,,,,,,SPD,0.7233,Landratswahl,hauptwahl,42828,94274
16064000,2012,0.497,,0.5095,,,,,,SPD,0.5095,Landratswahl,hauptwahl,44746,90030
16064000,2018,0.4644,,,,,,,,,0.5681,Landratswahl,hauptwahl,40593,87416
16064000,2024,0.6281,,,,,,,,,0.3969,Landratswahl,hauptwahl,50102,79768
16064000,2024,0.5859,,,,,,,,,0.5745,Landratswahl,stichwahl,46692,79692
16065000,2006,0.3885,0.5403,,,,,,,CDU,0.5403,Landratswahl,hauptwahl,28929,74467
16065000,2012,0.4452,0.4417,,,,,,,CDU,0.4417,Landratswahl,hauptwahl,30622,68780
16065000,2012,0.3199,,0.5265,,,,,,SPD,0.5265,Landratswahl,stichwahl,21989,68727
16065000,2018,0.4678,,,,,,,,,0.5721,Landratswahl,hauptwahl,30483,65165
16065000,2024,0.6166,,,,,,,,,0.4572,Landratswahl,hauptwahl,37839,61371
16065000,2024,0.5914,,,,,,,,,0.5858,Landratswahl,stichwahl,36266,61324
16066000,2006,0.4576,0.5425,,,,,,,CDU,0.5425,Landratswahl,hauptwahl,53406,116714
16066000,2012,0.5079,,0.4371,,,,,,SPD,0.4371,Landratswahl,hauptwahl,56045,110343
16066000,2012,0.4601,,0.5999,,,,,,SPD,0.5999,Landratswahl,stichwahl,50731,110255
16066000,2018,0.4841,,,,,,,,,0.5285,Landratswahl,hauptwahl,51167,105706
16066000,2024,0.6333,,,,,,,,,0.5249,Landratswahl,hauptwahl,65194,102943
16067000,2006,0.4419,0.4804,,,,,,,CDU,0.4804,Landratswahl,hauptwahl,53225,120433
16067000,2006,0.2806,0.6031,,,,,,,CDU,0.6031,Landratswahl,stichwahl,33810,120492
16067000,2012,0.4753,0.6359,,,,,,,CDU,0.6359,Landratswahl,hauptwahl,54898,115505
16067000,2018,0.4601,,,,,,,,,0.3775,Landratswahl,hauptwahl,52683,114505
16067000,2018,0.2995,,,,,,,,,0.6703,Landratswahl,stichwahl,34264,114401
16067000,2024,0.6171,,,,,,,,,0.437,Landratswahl,hauptwahl,68468,110957
16067000,2024,0.5784,,,,,,,,,0.628,Landratswahl,stichwahl,64110,110832
16068000,2006,0.4245,0.5143,,,,,,,CDU,0.5143,Landratswahl,hauptwahl,27474,64714
16068000,2012,0.4318,0.4382,,,,,,,CDU,0.4382,Landratswahl,hauptwahl,26426,61197
16068000,2012,0.2797,0.6534,,,,,,,CDU,0.6534,Landratswahl,stichwahl,17101,61150
16068000,2018,0.3817,,,,,,,,,0.9805,Landratswahl,hauptwahl,22759,59629
16068000,2024,0.6471,,,,,,,,,0.4631,Landratswahl,hauptwahl,37275,57599
16068000,2024,0.6167,,,,,,,,,0.5941,Landratswahl,stichwahl,35478,57533
16069000,2006,0.4429,0.6512,,,,,,,CDU,0.6512,Landratswahl,hauptwahl,26587,60025
16069000,2012,0.4709,0.6466,,,,,,,CDU,0.6466,Landratswahl,hauptwahl,26721,56747
16069000,2018,0.4942,,,,,,,,,0.6111,Landratswahl,hauptwahl,26934,54501
16069000,2024,0.6733,,,,,,,,,0.4242,Landratswahl,hauptwahl,34552,51314
16069000,2024,0.668,,,,,,,,,0.6948,Landratswahl,stichwahl,34243,51265
16070000,2006,0.4323,0.5097,,,,,,,CDU,0.5097,Landratswahl,hauptwahl,42352,97976
16070000,2012,0.5058,0.3957,,,,,,,CDU,0.3957,Landratswahl,hauptwahl,47611,94131
16070000,2012,0.4326,,,,,0.5775,,,DIE LINKE,0.5775,Landratswahl,stichwahl,40657,93985
16070000,2018,0.4862,,,,,,,,,0.5362,Landratswahl,hauptwahl,44430,91390
16070000,2024,0.656,,,,,,,,,0.482,Landratswahl,hauptwahl,56161,85608
16070000,2024,0.6144,,,,,,,,,0.6564,Landratswahl,stichwahl,52577,85569
16071000,2006,0.4569,,,,,,,,Einzelbewerber,0.5628,Landratswahl,hauptwahl,33300,72881
16071000,2012,0.4864,,0.778,,,,,,SPD/CDU,0.778,Landratswahl,hauptwahl,33906,69703
16071000,2018,0.4648,,,,,,,,,0.6042,Landratswahl,hauptwahl,32024,68899
16071000,2024,0.6533,,,,,,,,,0.4985,Landratswahl,hauptwahl,44224,67693
16071000,2024,0.619,,,,,,,,,0.5858,Landratswahl,stichwahl,41899,67691
16072000,2006,0.4765,0.4928,,,,,,,CDU,0.4928,Landratswahl,hauptwahl,26172,54923
16072000,2006,0.3033,0.5346,,,,,,,CDU,0.5346,Landratswahl,stichwahl,16654,54906
16072000,2012,0.5134,0.6983,,,,,,,CDU,0.6983,Landratswahl,hauptwahl,26249,51129
16072000,2018,0.4838,,,,,,,,,0.376,Landratswahl,hauptwahl,23626,48834
16072000,2018,0.3331,,,,,,,,,0.5617,Landratswahl,stichwahl,16253,48794
16072000,2023,0.4908,,,,,,,,,0.4667,Landratswahl,hauptwahl,23705,48299
16072000,2023,0.596,,,,,,,,,0.5277,Landratswahl,stichwahl,28763,48259
16073000,2006,0.4215,,0.4758,,,,,,SPD,0.4758,Landratswahl,hauptwahl,44528,105631
16073000,2006,0.301,,0.6226,,,,,,SPD,0.6226,Landratswahl,stichwahl,31809,105674
16073000,2012,0.4852,,,,,,,,Einzelbewerber,0.5898,Landratswahl,hauptwahl,47768,98442
16073000,2014,0.5077,0.3731,,,,,,,CDU,0.3731,Landratswahl,hauptwahl,48541,95607
16073000,2014,0.305,,0.5696,,,,,,SPD,0.5696,Landratswahl,stichwahl,29139,95552
16073000,2020,0.4244,,,,,,,,,0.5855,Landratswahl,hauptwahl,37951,89414
16074000,2006,0.4608,0.4698,,,,,,,CDU,0.4698,Landratswahl,hauptwahl,34975,75894
16074000,2006,0.3293,0.5259,,,,,,,CDU,0.5259,Landratswahl,stichwahl,24996,75903
16074000,2012,0.5281,0.5627,,,,,,,CDU,0.5627,Landratswahl,hauptwahl,38173,72287
16074000,2018,0.5228,,,,,,,,,0.5319,Landratswahl,hauptwahl,36927,70634
16074000,2024,0.6892,,,,,,,,,0.301,Landratswahl,hauptwahl,47547,68993
16074000,2024,0.6538,,,,,,,,,0.6062,Landratswahl,stichwahl,45093,68968
16075000,2006,0.3579,,0.5701,,,,,,SPD,0.5701,Landratswahl,hauptwahl,28044,78353
16075000,2012,0.3891,,0.3547,,,,,,SPD,0.3547,Landratswahl,hauptwahl,28642,73617
16075000,2012,0.3354,0.5272,,,,,,,CDU,0.5272,Landratswahl,stichwahl,24670,73553
16075000,2018,0.3316,,,,,,,,,0.6262,Landratswahl,hauptwahl,23204,69972
16075000,2024,0.6547,,,,,,,,,0.4566,Landratswahl,hauptwahl,43299,66139
16075000,2024,0.6862,,,,,,,,,0.5242,Landratswahl,stichwahl,45341,66078
16076000,2006,0.4764,0.4902,,,,,,,CDU,0.4902,Landratswahl,hauptwahl,47058,98783
16076000,2006,0.3547,0.5008,,,,,,,CDU,0.5008,Landratswahl,stichwahl,35037,98793
16076000,2012,0.4985,0.6045,,,,,,,CDU,0.6045,Landratswahl,hauptwahl,45262,90805
16076000,2018,0.5227,,,,,,,,,0.6589,Landratswahl,hauptwahl,44990,86066
16076000,2024,0.6756,,,,,,,,,0.3969,Landratswahl,hauptwahl,54710,80976
16076000,2024,0.6505,,,,,,,,,0.6404,Landratswahl,stichwahl,52600,80864
16077000,2006,0.363,,0.5564,,,,,,SPD,0.5564,Landratswahl,hauptwahl,32894,90613
16077000,2012,0.4192,,,,,,,,Einzelbewerber,0.3594,Landratswahl,hauptwahl,35096,83731
16077000,2012,0.342,,,,,0.5019,,,DIE LINKE,0.5019,Landratswahl,stichwahl,28611,83660
16077000,2018,0.467,,,,,,,,,0.3736,Landratswahl,hauptwahl,36743,78674
16077000,2018,0.3553,,,,,,,,,0.6881,Landratswahl,stichwahl,27925,78599
16077000,2024,0.5876,,,,,,,,,0.3296,Landratswahl,hauptwahl,43418,73887
16077000,2024,0.5829,,,,,,,,,0.5496,Landratswahl,stichwahl,43033,73831
