ags,election_year,turnout,cdu_csu,spd,gruene,fdp,linke_pds,afd,bsw,winner_party,winner_voteshare,election_type,round,number_voters,eligible_voters
03151000,2006,0.5326,,0.6017,,,,,,SPD,0.6017,Landratswahl,hauptwahl,73997,138936
03151000,2014,0.4656,0.5132,,,,,,,CDU,0.5132,Landratswahl,hauptwahl,65733,141175
03151000,2021,0.6051,,,,,,,,,,Landratswahl,hauptwahl,86454,142887
03151000,2021,0.6652,,0.6406,,,,,,SPD,0.6406,Landratswahl,stichwahl,95010,142837
03152000,2011,0.4966,,0.3841,,,,,,SPD,0.3841,Landratswahl,hauptwahl,100960,203303
03153000,2006,0.5069,,0.5261,,,,,,SPD,0.5261,Landratswahl,hauptwahl,62297,122907
03153000,2021,0.5593,,0.5305,,,,,,SPD,0.5305,Landratswahl,hauptwahl,61666,110246
03154000,2011,0.5578,,0.5991,,,,,,SPD,0.5991,Landratswahl,hauptwahl,43007,77103
03154000,2016,0.5524,,,,,,,,,,Landratswahl,hauptwahl,42632,77177
03154000,2016,0.3195,0.6069,,,,,,,CDU,0.6069,Landratswahl,stichwahl,24771,77521
03154000,2021,0.57,,,,,,,,,,Landratswahl,hauptwahl,43350,76050
03154000,2021,0.6155,0.5057,,,,,,,CDU,0.5057,Landratswahl,stichwahl,46769,75991
03155000,2013,0.7074,,,,,,,,,,Landratswahl,hauptwahl,80991,114486
03155000,2013,0.3897,,0.5187,,,,,,SPD,0.5187,Landratswahl,stichwahl,44804,114956
03155000,2021,0.5966,,0.6025,,,,,,SPD,0.6025,Landratswahl,hauptwahl,66135,110853
03156000,2006,0.5478,,0.6209,,,,,,SPD,0.6209,Landratswahl,hauptwahl,37566,68571
03157000,2006,0.5231,,0.613,,,,,,SPD,0.613,Landratswahl,hauptwahl,56146,107337
03157000,2016,0.565,,0.5406,,,,,,SPD,0.5406,Landratswahl,hauptwahl,60941,107853
03157000,2021,0.5808,,,,,,,,,,Landratswahl,hauptwahl,63697,109679
03157000,2021,0.6171,,0.6498,,,,,,SPD,0.6498,Landratswahl,stichwahl,67678,109679
03158000,2006,0.5576,,,,,,,,,,Landratswahl,hauptwahl,56886,102014
03158000,2006,0.3531,,0.7004,,,,,,SPD,0.7004,Landratswahl,stichwahl,36055,102097
03158000,2013,0.7407,,0.5925,,,,,,SPD,0.5925,Landratswahl,hauptwahl,74559,100657
03158000,2021,0.6327,,,,,,,,,,Landratswahl,hauptwahl,62700,99104
03158000,2021,0.6684,,0.6627,,,,,,SPD,0.6627,Landratswahl,stichwahl,66219,99071
03159000,2016,0.5398,,,,,,,,,,Landratswahl,hauptwahl,144717,268101
03159000,2016,0.3084,,0.5616,,,,,,SPD,0.5616,Landratswahl,stichwahl,82547,267698
03159000,2021,0.563,,,,,,,,,,Landratswahl,hauptwahl,146619,260416
03159000,2021,0.6207,,0.635,,,,,,SPD,0.635,Landratswahl,stichwahl,161570,260312
03241000,2006,0.4678,,,,,,,,,,Landratswahl,hauptwahl,414124,885229
03241000,2006,0.2775,,0.7801,,,,,,SPD,0.7801,Landratswahl,stichwahl,245386,884323
03241000,2014,0.4403,,,,,,,,,,Landratswahl,hauptwahl,421034,956310
03241000,2014,0.2759,,0.5087,,,,,,SPD,0.5087,Landratswahl,stichwahl,255309,925529
03241000,2021,0.547,,,,,,,,,,Landratswahl,hauptwahl,492120,899730
03241000,2021,0.6196,,0.6391,,,,,,SPD,0.6391,Landratswahl,stichwahl,557574,899881
03251000,2011,0.5141,,,,,,,,EB,0.612,Landratswahl,hauptwahl,90238,175517
03251000,2019,0.5921,,,,,,,,EB,0.8985,Landratswahl,hauptwahl,106011,179032
03252000,2011,0.5098,,0.5335,,,,,,SPD,0.5335,Landratswahl,hauptwahl,64038,125619
03252000,2013,0.6866,,,,,,,,,,Landratswahl,hauptwahl,85731,124870
03252000,2013,0.4424,,0.5985,,,,,,SPD,0.5985,Landratswahl,stichwahl,55263,124922
03254000,2006,0.5224,,,,,,,,,,Landratswahl,hauptwahl,121491,232556
03254000,2006,0.2923,,0.8264,,,,,,SPD,0.8264,Landratswahl,stichwahl,68001,232679
03254000,2016,0.5765,,0.5391,,,,,,SPD,0.5391,Landratswahl,hauptwahl,131549,228174
03254000,2021,0.5896,,,,,,,,,,Landratswahl,hauptwahl,133126,225804
03254000,2021,0.6264,,0.6253,,,,,,SPD,0.6253,Landratswahl,stichwahl,141443,225805
03255000,2011,0.549,,0.608,,,,,,SPD,0.608,Landratswahl,hauptwahl,33435,60907
03255000,2019,0.5786,,,,,,,,EB,0.5947,Landratswahl,hauptwahl,33766,58354
03256000,2011,0.5199,,,,,,,,EB,0.6142,Landratswahl,hauptwahl,52562,101106
03256000,2019,0.5398,,,,,,,,EB,0.8136,Landratswahl,hauptwahl,53664,99407
03257000,2006,0.5191,,0.6575,,,,,,SPD,0.6575,Landratswahl,hauptwahl,68849,132633
03351000,2006,0.4795,0.5426,,,,,,,CDU,0.5426,Landratswahl,hauptwahl,70476,146981
03351000,2014,0.4498,0.5985,,,,,,,CDU,0.5985,Landratswahl,hauptwahl,65636,145908
03351000,2021,0.5661,0.6206,,,,,,,CDU,0.6206,Landratswahl,hauptwahl,82832,146327
03352000,2011,0.5358,,,,,,,,EB,0.7949,Landratswahl,hauptwahl,89074,166237
03352000,2019,0.5953,,,,,,,,EB,0.6353,Landratswahl,hauptwahl,98883,166100
03353000,2006,0.4954,,,,,,,,EB,0.6262,Landratswahl,hauptwahl,96233,194234
03353000,2014,0.5046,0.5225,,,,,,,CDU,0.5225,Landratswahl,hauptwahl,103804,205697
03354000,2006,0.5609,,,,,,,,EB,0.6122,Landratswahl,hauptwahl,23988,42769
03354000,2014,0.5173,,,,,,,,EB,0.7255,Landratswahl,hauptwahl,21441,41447
03354000,2021,0.6234,,,,,,,,,,Landratswahl,hauptwahl,25462,40841
03354000,2021,0.6428,,,,,,,,EB,0.5702,Landratswahl,stichwahl,26225,40801
03355000,2006,0.5292,,,,,,,,,,Landratswahl,hauptwahl,73679,139220
03355000,2006,0.3176,,0.6331,,,,,,SPD,0.6331,Landratswahl,stichwahl,44185,139139
03355000,2014,0.521,,0.5053,,,,,,SPD,0.5053,Landratswahl,hauptwahl,75655,145204
03355000,2019,0.6502,,,,,,,,,,Landratswahl,hauptwahl,96443,148338
03355000,2019,,,,,,,,,CDU,,Landratswahl,stichwahl,,
03356000,2011,0.5211,,0.8564,,,,,,SPD,0.8564,Landratswahl,hauptwahl,47814,91763
03356000,2013,0.7237,,0.5692,,,,,,SPD,0.5692,Landratswahl,hauptwahl,66993,92566
03356000,2021,0.5959,,0.8709,,,,,,SPD,0.8709,Landratswahl,hauptwahl,56301,94484
03357000,2006,0.586,0.6039,,,,,,,CDU,0.6039,Landratswahl,hauptwahl,77289,131891
03357000,2014,0.5442,0.6215,,,,,,,CDU,0.6215,Landratswahl,hauptwahl,73112,134345
03357000,2021,0.622,0.6036,,,,,,,CDU,0.6036,Landratswahl,hauptwahl,85010,136681
03358000,2014,0.4965,,,,,,,,EB,0.7127,Landratswahl,hauptwahl,56739,114277
03358000,2021,0.5602,,,,,,,,EB,0.5281,Landratswahl,hauptwahl,64701,115488
03359000,2006,0.5166,0.5387,,,,,,,CDU,0.5387,Landratswahl,hauptwahl,81779,158313
03359000,2014,0.4638,0.5561,,,,,,,CDU,0.5561,Landratswahl,hauptwahl,75930,163708
03359000,2021,0.5692,0.5585,,,,,,,CDU,0.5585,Landratswahl,hauptwahl,95803,168322
03360000,2011,0.5642,0.4444,,,,,,,CDU,0.4444,Landratswahl,hauptwahl,44445,78782
03360000,2019,0.5916,,,,,,,,CDU,,Landratswahl,hauptwahl,46324,78300
03361000,2011,0.534,,0.6651,,,,,,SPD,0.6651,Landratswahl,hauptwahl,57657,107964
03361000,2019,0.618,,0.7258,,,,,,SPD,0.7258,Landratswahl,hauptwahl,68611,111023
03451000,2006,0.532,0.5647,,,,,,,CDU,0.5647,Landratswahl,hauptwahl,49464,92972
03451000,2014,0.4787,,,,,,,,EB,0.8555,Landratswahl,hauptwahl,47599,99437
03451000,2021,0.6127,,,,,,,,EB,0.5064,Landratswahl,hauptwahl,63732,104014
03452000,2011,0.5312,,,,,,,,EB,0.4588,Landratswahl,hauptwahl,83496,157175
03452000,2019,0.5841,,,,,,,,EB,0.5348,Landratswahl,hauptwahl,93708,160436
03453000,2006,0.5449,0.8028,,,,,,,CDU,0.8028,Landratswahl,hauptwahl,64981,119245
03453000,2014,0.4815,0.7017,,,,,,,CDU,0.7017,Landratswahl,hauptwahl,61327,127358
03453000,2021,0.5498,0.6608,,,,,,,CDU,0.6608,Landratswahl,hauptwahl,75548,137419
03454000,2006,0.5614,0.7424,,,,,,,CDU,0.7424,Landratswahl,hauptwahl,137564,245026
03454000,2011,0.5506,0.6802,,,,,,,CDU,0.6802,Landratswahl,hauptwahl,139003,252463
03454000,2019,0.5735,0.5944,,,,,,,CDU,0.5944,Landratswahl,hauptwahl,153080,266903
03455000,2011,0.5454,,0.7506,,,,,,SPD,0.7506,Landratswahl,hauptwahl,45254,82967
03455000,2019,0.606,,0.7885,,,,,,SPD,0.7885,Landratswahl,hauptwahl,50887,83972
03456000,2011,0.5637,0.5206,,,,,,,CDU,0.5206,Landratswahl,hauptwahl,61510,109112
03456000,2019,0.6073,,,,,,,,,,Landratswahl,hauptwahl,68272,112416
03456000,2019,,,,,,,,,CDU,,Landratswahl,stichwahl,,
03457000,2006,0.5462,,0.6782,,,,,,SPD,0.6782,Landratswahl,hauptwahl,72130,132055
03457000,2014,0.4753,,0.7654,,,,,,SPD,0.7654,Landratswahl,hauptwahl,64987,136741
03457000,2016,0.5503,,0.5679,,,,,,SPD,0.5679,Landratswahl,hauptwahl,76399,138838
03457000,2021,0.5657,,0.8125,,,,,,SPD,0.8125,Landratswahl,hauptwahl,79973,141363
03458000,2006,0.561,,0.6822,,,,,,SPD,0.6822,Landratswahl,hauptwahl,55879,99607
03458000,2014,0.529,,,,,,,,EB,0.8062,Landratswahl,hauptwahl,55744,105375
03458000,2021,0.5943,,,,,,,,EB,0.6339,Landratswahl,hauptwahl,65401,110047
03459000,2011,0.549,0.4126,,,,,,,CDU,0.4126,Landratswahl,hauptwahl,156578,285224
03459000,2019,0.5941,,,,,,,,,,Landratswahl,hauptwahl,174482,293708
03459000,2019,,,,,,,,,GRÜNE,,Landratswahl,stichwahl,,
03460000,2006,0.5635,0.7555,,,,,,,CDU,0.7555,Landratswahl,hauptwahl,56099,99560
03460000,2014,0.4897,0.8114,,,,,,,CDU,0.8114,Landratswahl,hauptwahl,52610,107436
03460000,2021,0.5801,0.9265,,,,,,,CDU,0.9265,Landratswahl,hauptwahl,65669,113210
03461000,2013,0.6673,,,,,,,,EB,0.541,Landratswahl,hauptwahl,49288,73859
03461000,2021,0.5436,,,,,,,,,,Landratswahl,hauptwahl,39820,73257
03461000,2021,0.6146,,,,,,,,EB,0.5695,Landratswahl,stichwahl,45036,73280
03462000,2006,0.573,,,,,,,,EB,0.7643,Landratswahl,hauptwahl,26763,46706
03462000,2016,0.5851,,0.545,,,,,,SPD,0.545,Landratswahl,hauptwahl,28007,47866
03462000,2021,0.5913,,0.819,,,,,,SPD,0.819,Landratswahl,hauptwahl,28623,48408
05154000,2009,0.5301,0.5717,,,,,,,CDU,0.5717,Landratswahl,hauptwahl,133670,252163
05154000,2015,0.4298,0.5816,,,,,,,CDU,0.5816,Landratswahl,hauptwahl,111581,259602
05154000,2020,0.5152,0.4868,,,,,,,CDU,0.4868,Landratswahl,hauptwahl,136545,265011
05154000,2020,0.3141,0.5421,,,,,,,CDU,0.5421,Landratswahl,stichwahl,83184,264836
05154000,2025,,,,,,,,,,,Landratswahl,hauptwahl,0,
05158000,2009,0.5332,0.569,,,,,,,CDU,0.569,Landratswahl,hauptwahl,213405,400207
05158000,2014,0.5179,0.545,,,,,,,CDU,0.545,Landratswahl,hauptwahl,207619,400914
05158000,2020,0.5377,0.5098,,,,,,,CDU,0.5098,Landratswahl,hauptwahl,213727,397492
05158000,2025,0.5718,0.5785,,,,,,,CDU,0.5785,Landratswahl,hauptwahl,222950,389875
05162000,2009,0.5305,0.5741,,,,,,,CDU,0.5741,Landratswahl,hauptwahl,188314,354959
05162000,2015,0.3816,0.604,,,,,,,CDU,0.604,Landratswahl,hauptwahl,138507,362996
05162000,2020,0.5364,0.4973,,,,,,,CDU,0.4973,Landratswahl,hauptwahl,195437,364372
05162000,2020,0.333,0.5976,,,,,,,CDU,0.5976,Landratswahl,stichwahl,121282,364189
05162000,2025,0.5739,0.4594,,,,,,,CDU,0.4594,Landratswahl,hauptwahl,205663,358355
05162000,2025,0.3411,0.6294,,,,,,,CDU,0.6294,Landratswahl,stichwahl,122159,358175
05166000,2009,0.541,0.5303,,,,,,,CDU,0.5303,Landratswahl,hauptwahl,132077,244136
05166000,2015,0.3195,0.7228,,,,,,,CDU,0.7228,Landratswahl,hauptwahl,78715,246403
05166000,2020,0.5266,0.541,,,,,,,CDU,0.541,Landratswahl,hauptwahl,130520,247851
05166000,2025,0.5725,0.4695,,,,,,,CDU,0.4695,Landratswahl,hauptwahl,139481,243655
05166000,2025,0.3452,0.5923,,,,,,,CDU,0.5923,Landratswahl,stichwahl,84064,243522
05170000,2009,0.5445,,0.4181,,,,,,SPD,0.4181,Landratswahl,hauptwahl,207034,380195
05170000,2014,0.5144,,0.4852,,,,,,SPD,0.4852,Landratswahl,hauptwahl,195124,379290
05170000,2014,0.2349,,0.5383,,,,,,SPD,0.5383,Landratswahl,stichwahl,89047,379017
05170000,2020,0.5336,0.3642,,,,,,,CDU,0.3642,Landratswahl,hauptwahl,200253,375309
05170000,2020,0.3246,0.5347,,,,,,,CDU,0.5347,Landratswahl,stichwahl,121752,375091
05170000,2025,0.5815,,,,,,,,CDU-GRÜNE,0.4656,Landratswahl,hauptwahl,215187,370081
05170000,2025,0.3766,,,,,,,,CDU-GRÜNE,0.5738,Landratswahl,stichwahl,139296,369867
05334000,2009,0.5464,0.4008,,,,,,,CDU,0.4008,Landratswahl,hauptwahl,234557,429311
05334000,2014,0.5214,0.4245,,,,,,,CDU,0.4245,Landratswahl,hauptwahl,228821,438884
05334000,2014,0.2222,0.522,,,,,,,CDU,0.522,Landratswahl,stichwahl,97438,438573
05334000,2025,0.5923,0.4434,,,,,,,CDU,0.4434,Landratswahl,hauptwahl,252699,426623
05334000,2025,0.4263,0.6251,,,,,,,CDU,0.6251,Landratswahl,stichwahl,181795,426400
05358000,2009,0.5738,0.5851,,,,,,,CDU,0.5851,Landratswahl,hauptwahl,121468,211701
05358000,2015,0.4298,0.5634,,,,,,,CDU,0.5634,Landratswahl,hauptwahl,92069,214208
05358000,2020,0.559,0.578,,,,,,,CDU,0.578,Landratswahl,hauptwahl,119813,214351
05358000,2025,0.6008,0.4441,,,,,,,CDU,0.4441,Landratswahl,hauptwahl,128576,214011
05358000,2025,0.3372,0.5978,,,,,,,CDU,0.5978,Landratswahl,stichwahl,72145,213953
05362000,2009,0.5611,0.5039,,,,,,,CDU,0.5039,Landratswahl,hauptwahl,205163,365657
05362000,2020,0.5396,0.445,,,,,,,CDU,0.445,Landratswahl,hauptwahl,205320,380533
05362000,2020,0.3438,0.5725,,,,,,,CDU,0.5725,Landratswahl,stichwahl,130716,380218
05362000,2025,0.5856,0.4585,,,,,,,CDU,0.4585,Landratswahl,hauptwahl,221270,377880
05362000,2025,0.3707,0.6294,,,,,,,CDU,0.6294,Landratswahl,stichwahl,139919,377478
05366000,2009,0.5633,,,,,,,,Wählergr./Einzelbew.,0.4284,Landratswahl,hauptwahl,88531,157176
05366000,2015,0.4056,,,,,,,,Einzelbew.,0.4377,Landratswahl,hauptwahl,64267,158462
05366000,2015,0.292,,,,,,,,Einzelbew.,0.5968,Landratswahl,stichwahl,46246,158394
05366000,2020,0.5604,,0.4014,,,,,,SPD,0.4014,Landratswahl,hauptwahl,90585,161642
05366000,2020,0.4278,,0.6038,,,,,,SPD,0.6038,Landratswahl,stichwahl,69106,161551
05366000,2025,0.6125,,0.6814,,,,,,SPD,0.6814,Landratswahl,hauptwahl,99249,162042
05370000,2009,0.5501,0.6084,,,,,,,CDU,0.6084,Landratswahl,hauptwahl,112428,204369
05370000,2014,0.5161,0.5992,,,,,,,CDU,0.5992,Landratswahl,hauptwahl,106994,207313
05370000,2020,0.5437,0.7991,,,,,,,CDU,0.7991,Landratswahl,hauptwahl,115068,211639
05370000,2025,0.5728,0.6261,,,,,,,CDU,0.6261,Landratswahl,hauptwahl,121585,212251
05374000,2009,0.5376,0.5255,,,,,,,CDU,0.5255,Landratswahl,hauptwahl,120989,225039
05374000,2015,0.3283,0.5193,,,,,,,CDU,0.5193,Landratswahl,hauptwahl,73449,223734
05374000,2020,0.5231,0.6352,,,,,,,CDU,0.6352,Landratswahl,hauptwahl,116497,222719
05374000,2025,0.589,,,,,,,,CDU | FDP,0.4322,Landratswahl,hauptwahl,129079,219146
05374000,2025,0.3439,,,,,,,,CDU | FDP,0.6173,Landratswahl,stichwahl,75305,218988
05378000,2009,0.5853,0.5383,,,,,,,CDU,0.5383,Landratswahl,hauptwahl,134117,229132
05378000,2025,0.619,0.4082,,,,,,,CDU,0.4082,Landratswahl,hauptwahl,141519,228615
05378000,2025,0.4104,0.5694,,,,,,,CDU,0.5694,Landratswahl,stichwahl,93809,228578
05382000,2009,0.5533,0.5266,,,,,,,CDU,0.5266,Landratswahl,hauptwahl,260397,470584
05382000,2014,0.561,0.4769,,,,,,,CDU,0.4769,Landratswahl,hauptwahl,269774,480854
05382000,2014,0.2574,0.5543,,,,,,,CDU,0.5543,Landratswahl,stichwahl,123759,480747
05382000,2020,0.5643,0.5318,,,,,,,CDU,0.5318,Landratswahl,hauptwahl,276297,489668
05382000,2025,0.613,0.4496,,,,,,,CDU,0.4496,Landratswahl,hauptwahl,297357,485062
05382000,2025,0.4211,0.5622,,,,,,,CDU,0.5622,Landratswahl,stichwahl,204132,484811
05554000,2009,0.5916,0.6213,,,,,,,CDU,0.6213,Landratswahl,hauptwahl,173349,293027
05554000,2014,0.5379,0.6318,,,,,,,CDU,0.6318,Landratswahl,hauptwahl,160630,298599
05554000,2020,0.5906,0.6723,,,,,,,CDU,0.6723,Landratswahl,hauptwahl,179008,303081
05554000,2025,0.6131,0.6252,,,,,,,CDU,0.6252,Landratswahl,hauptwahl,186879,304797
05558000,2009,0.6173,0.6326,,,,,,,CDU,0.6326,Landratswahl,hauptwahl,109771,177820
05558000,2015,0.5174,0.6213,,,,,,,CDU,0.6213,Landratswahl,hauptwahl,93956,181590
05558000,2020,0.6225,0.6674,,,,,,,CDU,0.6674,Landratswahl,hauptwahl,114019,183170
05558000,2025,0.6564,0.6777,,,,,,,CDU,0.6777,Landratswahl,hauptwahl,119972,182772
05562000,2009,0.5272,,0.3853,,,,,,SPD,0.3853,Landratswahl,hauptwahl,269169,510608
05562000,2014,0.4799,,0.4408,,,,,,SPD,0.4408,Landratswahl,hauptwahl,242176,504680
05562000,2014,0.2642,,0.547,,,,,,SPD,0.547,Landratswahl,stichwahl,133310,504515
05562000,2020,0.4906,0.3833,,,,,,,CDU/FDP,0.3833,Landratswahl,hauptwahl,243552,496470
05562000,2020,0.2926,0.5054,,,,,,,CDU/FDP,0.5054,Landratswahl,stichwahl,145229,496330
05562000,2025,0.5642,,,,,,,,"CDU, FDP",0.3979,Landratswahl,hauptwahl,271995,482047
05562000,2025,0.3547,,,,,,,,"CDU, FDP",0.5187,Landratswahl,stichwahl,170900,481757
05566000,2009,0.5802,0.5446,,,,,,,CDU,0.5446,Landratswahl,hauptwahl,204884,353127
05566000,2015,0.4148,0.5774,,,,,,,CDU,0.5774,Landratswahl,hauptwahl,149806,361163
05566000,2020,0.5782,0.3102,,,,,,,CDU,0.3102,Landratswahl,hauptwahl,210434,363972
05566000,2020,0.3555,,,,,,,,Einzelbew.,0.6872,Landratswahl,stichwahl,129354,363852
05566000,2025,0.6097,,,,,,,,EZB,0.7053,Landratswahl,hauptwahl,221237,362860
05570000,2014,0.552,0.6076,,,,,,,CDU,0.6076,Landratswahl,hauptwahl,123697,224086
05570000,2020,0.5809,0.6319,,,,,,,CDU/FDP,0.6319,Landratswahl,hauptwahl,131027,225560
05570000,2025,0.5983,,,,,,,,CDU|FDP,0.6463,Landratswahl,hauptwahl,133888,223783
05754000,2009,0.5536,0.5671,,,,,,,CDU,0.5671,Landratswahl,hauptwahl,155751,281351
05754000,2014,0.5065,0.6166,,,,,,,CDU,0.6166,Landratswahl,hauptwahl,146285,288817
05754000,2020,0.5359,0.5443,,,,,,,CDU,0.5443,Landratswahl,hauptwahl,157698,294290
05754000,2025,0.5441,0.5922,,,,,,,CDU,0.5922,Landratswahl,hauptwahl,159513,293154
05758000,2009,0.5348,0.4815,,,,,,,CDU/FDP,0.4815,Landratswahl,hauptwahl,109901,205506
05758000,2015,0.3261,,0.5331,,,,,,SPD/GRÜNE,0.5331,Landratswahl,hauptwahl,66675,204467
05758000,2020,0.5324,,0.5631,,,,,,SPD/GRÜNE,0.5631,Landratswahl,hauptwahl,107995,202834
05758000,2025,0.5738,0.436,,,,,,,CDU,0.436,Landratswahl,hauptwahl,114024,198711
05758000,2025,0.3757,0.5375,,,,,,,CDU,0.5375,Landratswahl,stichwahl,74614,198603
05762000,2009,0.5961,0.592,,,,,,,CDU,0.592,Landratswahl,hauptwahl,72511,121645
05762000,2014,0.5703,0.7318,,,,,,,CDU,0.7318,Landratswahl,hauptwahl,67721,118753
05762000,2020,0.5977,0.7294,,,,,,,CDU,0.7294,Landratswahl,hauptwahl,69397,116114
05762000,2025,0.6438,0.6453,,,,,,,CDU,0.6453,Landratswahl,hauptwahl,73200,113706
05766000,2009,0.5546,0.5013,,,,,,,CDU,0.5013,Landratswahl,hauptwahl,159525,287662
05766000,2015,0.4118,0.4958,,,,,,,CDU,0.4958,Landratswahl,hauptwahl,117243,284693
05766000,2015,0.3289,,0.5288,,,,,,SPD,0.5288,Landratswahl,stichwahl,93565,284444
05766000,2020,0.548,,0.4026,,,,,,SPD,0.4026,Landratswahl,hauptwahl,154455,281829
05766000,2020,0.369,,0.5596,,,,,,SPD,0.5596,Landratswahl,stichwahl,103914,281614
05766000,2025,0.5984,0.3981,,,,,,,CDU,0.3981,Landratswahl,hauptwahl,165590,276705
05766000,2025,0.3812,0.5561,,,,,,,CDU,0.5561,Landratswahl,stichwahl,105415,276536
05770000,2014,0.4926,,0.4953,,,,,,SPD,0.4953,Landratswahl,hauptwahl,126371,256555
05770000,2014,0.246,,0.6378,,,,,,SPD,0.6378,Landratswahl,stichwahl,63060,256373
05770000,2020,0.525,0.4632,,,,,,,CDU,0.4632,Landratswahl,hauptwahl,133048,253437
05770000,2020,0.3549,0.6373,,,,,,,CDU,0.6373,Landratswahl,stichwahl,89889,253312
05770000,2025,,,,,,,,,,,Landratswahl,hauptwahl,0,
05774000,2009,0.5189,0.7021,,,,,,,CDU,0.7021,Landratswahl,hauptwahl,122703,236475
05774000,2014,0.5062,0.6432,,,,,,,CDU,0.6432,Landratswahl,hauptwahl,122894,242760
05774000,2020,0.5294,0.5345,,,,,,,CDU,0.5345,Landratswahl,hauptwahl,130023,245607
05774000,2025,0.5856,0.5384,,,,,,,CDU,0.5384,Landratswahl,hauptwahl,143891,245703
05954000,2009,0.548,,0.4672,,,,,,SPD,0.4672,Landratswahl,hauptwahl,151445,276357
05954000,2015,0.3875,,0.5527,,,,,,SPD/GRÜNE,0.5527,Landratswahl,hauptwahl,105422,272074
05954000,2020,0.5136,,0.6159,,,,,,SPD/GRÜNE,0.6159,Landratswahl,hauptwahl,137217,267177
05954000,2025,0.5831,,0.3763,,,,,,SPD,0.3763,Landratswahl,hauptwahl,151032,259035
05954000,2025,0.3773,,0.5591,,,,,,SPD,0.5591,Landratswahl,stichwahl,97616,258732
05958000,2014,0.5369,0.5997,,,,,,,CDU,0.5997,Landratswahl,hauptwahl,117368,218623
05958000,2020,0.566,0.5871,,,,,,,CDU,0.5871,Landratswahl,hauptwahl,121870,215335
05958000,2025,0.6129,0.6316,,,,,,,CDU,0.6316,Landratswahl,hauptwahl,128477,209627
05962000,2009,0.4888,0.4342,,,,,,,CDU,0.4342,Landratswahl,hauptwahl,169121,346000
05962000,2014,0.4448,0.4868,,,,,,,CDU,0.4868,Landratswahl,hauptwahl,150715,338816
05962000,2014,0.1964,0.6198,,,,,,,CDU,0.6198,Landratswahl,stichwahl,66435,338324
05962000,2020,0.462,0.4211,,,,,,,CDU,0.4211,Landratswahl,hauptwahl,151746,328462
05962000,2020,0.2958,0.5635,,,,,,,CDU,0.5635,Landratswahl,stichwahl,97083,328226
05962000,2025,0.5184,0.5621,,,,,,,CDU,0.5621,Landratswahl,hauptwahl,164744,317775
05966000,2009,0.5763,0.726,,,,,,,CDU,0.726,Landratswahl,hauptwahl,64106,111235
05966000,2014,0.523,0.6872,,,,,,,CDU,0.6872,Landratswahl,hauptwahl,57746,110423
05966000,2020,0.5787,0.6584,,,,,,,CDU,0.6584,Landratswahl,hauptwahl,63198,109207
05966000,2025,0.608,0.6079,,,,,,,CDU,0.6079,Landratswahl,hauptwahl,64845,106651
05970000,2009,0.5369,0.5292,,,,,,,CDU,0.5292,Landratswahl,hauptwahl,123432,229908
05970000,2014,0.5167,0.4327,,,,,,,CDU,0.4327,Landratswahl,hauptwahl,118041,228438
05970000,2014,0.3288,,0.5948,,,,,,SPD,0.5948,Landratswahl,stichwahl,75073,228294
05970000,2020,0.5589,,0.5444,,,,,,SPD,0.5444,Landratswahl,hauptwahl,125071,223779
05970000,2025,0.5956,,0.4422,,,,,,SPD,0.4422,Landratswahl,hauptwahl,127898,214740
05970000,2025,0.4034,,0.622,,,,,,SPD,0.622,Landratswahl,stichwahl,86540,214508
05974000,2014,0.5119,0.5097,,,,,,,CDU,0.5097,Landratswahl,hauptwahl,126877,247871
05974000,2020,0.5329,0.5652,,,,,,,CDU,0.5652,Landratswahl,hauptwahl,132674,248970
05974000,2025,0.5839,0.4819,,,,,,,CDU,0.4819,Landratswahl,hauptwahl,143099,245073
05974000,2025,0.3654,0.6028,,,,,,,CDU,0.6028,Landratswahl,stichwahl,89493,244917
05978000,2009,0.5399,,0.5373,,,,,,SPD,0.5373,Landratswahl,hauptwahl,177231,328282
05978000,2014,0.5016,,0.5423,,,,,,SPD,0.5423,Landratswahl,hauptwahl,163143,325225
05978000,2020,0.4881,,0.4112,,,,,,SPD,0.4112,Landratswahl,hauptwahl,157035,321737
05978000,2020,0.3199,,0.6194,,,,,,SPD,0.6194,Landratswahl,stichwahl,102844,321503
05978000,2025,0.5658,,0.5875,,,,,,SPD,0.5875,Landratswahl,hauptwahl,178164,314873
06431000,1997,0.6334,,,,,,,,,,Landratswahl,hauptwahl,124772,196993
06431000,1997,0.4071,,0.5248,,,,,,SPD,0.5248,Landratswahl,stichwahl,80184,196975
06431000,2003,0.3351,0.6002,,,,,,,CDU,0.6002,Landratswahl,hauptwahl,67262,200717
06431000,2009,0.4263,0.5752,,,,,,,CDU,0.5752,Landratswahl,hauptwahl,87813,205977
06431000,2015,0.3003,,,,,,,,,,Landratswahl,hauptwahl,63303,210791
06431000,2015,0.2185,0.5392,,,,,,,CDU,0.5392,Landratswahl,stichwahl,46095,210985
06431000,2021,0.5132,0.6328,,,,,,,CDU,0.6328,Landratswahl,hauptwahl,109609,213578
06432000,1997,0.6659,,0.5564,,,,,,SPD,0.5564,Landratswahl,hauptwahl,138243,207589
06432000,2003,0.3476,,0.6203,,,,,,SPD,0.6203,Landratswahl,hauptwahl,74933,215578
06432000,2009,0.3172,,0.5443,,,,,,SPD,0.5443,Landratswahl,hauptwahl,70150,221167
