ags,election_year,turnout,cdu_csu,spd,gruene,fdp,linke_pds,afd,bsw,winner_party,winner_voteshare,election_type,round,number_voters,eligible_voters
09177124,1956,0.8981,,,,,,,,Politisch Unabhängige Wählergemeinschaft,0.536,Bürgermeisterwahl,hauptwahl,476,530
09177124,1960,0.9225,,,,,,,,Allgemeine Wählergemeinschaft,0.5076,Bürgermeisterwahl,hauptwahl,476,516
09177124,1966,0.9563,,,,,,,,Allgemeine Wählergemeinschaft,0.5895,Bürgermeisterwahl,hauptwahl,482,504
09177124,1972,0.892,,,,,,,,Allgemeine Wählergemeinschaft,0.977,Bürgermeisterwahl,hauptwahl,446,500
09177124,1978,0.8914,,,,,,,,Allgemeine Wählerschaft,0.9914,Bürgermeisterwahl,hauptwahl,476,534
09177124,1984,0.8768,,,,,,,,Allgemeine Wählergemeinschaft,0.9483,Bürgermeisterwahl,hauptwahl,498,568
09177124,1990,0.8591,,,,,,,,Allgemeine Wählergemeinschaft,0.8468,Bürgermeisterwahl,hauptwahl,500,582
09177124,1996,0.9214,,,,,,,,Unabhängige Wählervereinigung,0.6037,Bürgermeisterwahl,hauptwahl,551,598
09177124,2002,0.7301,,,,,,,,Unabhängige Wählervereinigung/Allgemeine Wählergemeinschaft,0.9554,Bürgermeisterwahl,hauptwahl,487,667
09177124,2008,0.6994,,,,,,,,Unabhängige Wählergemeinschaft/Allgemeine Wählergemeinschaft,0.8983,Bürgermeisterwahl,hauptwahl,498,712
09177124,2014,0.6252,,,,,,,,Unabhängige Wählergemeinschaft/Allgemeine Wählergemeinschaft,0.8534,Bürgermeisterwahl,hauptwahl,482,771
09177124,2020,0.6663,,,,,,,,Unabhängige Wählergemeinschaft Kirchberg und Allgemeine Wählergemeinschaft Kirchberg,0.9007,Bürgermeisterwahl,hauptwahl,581,872
09177124,2026,0.6791,,,,,,,,Unabhängige Wählergemeinschaft Kirchberg/Allgemeine Wählergemeinschaft Kirchberg,0.9229,Bürgermeisterwahl,hauptwahl,620,913
09177126,1948,0.7926,,,,,,,,Psrteilos,0.6223,Bürgermeisterwahl,hauptwahl,875,1104
09177126,1952,0.8553,,,,,,,,Heimattreue,0.9774,Bürgermeisterwahl,hauptwahl,946,1106
09177126,1956,0.848,,,,,,,,Heimattreue,0.9741,Bürgermeisterwahl,hauptwahl,876,1033
09177126,1960,0.8041,,,,,,,,Heimattreue,0.9445,Bürgermeisterwahl,hauptwahl,825,1026
09177126,1966,0.8676,0.659,,,,,,,CSU/Freie Wählergemeinschaft,0.659,Bürgermeisterwahl,hauptwahl,885,1020
09177126,1972,0.8043,,,,,,,,Freie Wählergemeinschaft.,0.9704,Bürgermeisterwahl,hauptwahl,859,1068
09177126,1978,0.8074,0.9382,,,,,,,CSU/Freie Wählergemeinschaft,0.9382,Bürgermeisterwahl,hauptwahl,922,1142
09177126,1984,0.7849,0.9345,,,,,,,CSU,0.9345,Bürgermeisterwahl,hauptwahl,1058,1348
09177126,1990,0.8089,0.5588,,,,,,,CSU,0.5588,Bürgermeisterwahl,hauptwahl,1236,1528
09177126,1996,0.6946,0.6427,,,,,,,CSU,0.6427,Bürgermeisterwahl,hauptwahl,1178,1696
09177126,2002,0.6485,0.7887,,,,,,,CSU,0.7887,Bürgermeisterwahl,hauptwahl,1205,1858
09177126,2008,0.6852,,,,,,,,Freie Wählergemeinschaft,0.5884,Bürgermeisterwahl,hauptwahl,1367,1995
09177126,2014,0.6268,,,,,,,,Freie Wählergemeinschaft,0.5123,Bürgermeisterwahl,hauptwahl,1330,2122
09177126,2020,0.6683,,,,,,,,Freie Wählergemeinschaft Langenpreising,0.4625,Bürgermeisterwahl,hauptwahl,1543,2309
09177126,2020,0.7125,,,,,,,,Freie Wählergemeinschaft Langenpreising,0.6316,Bürgermeisterwahl,stichwahl,1643,2306
09177126,2026,0.7007,,,,,,,,Freie Wählergemeinschaft Langenpreising,0.6356,Bürgermeisterwahl,hauptwahl,1674,2389
09177127,1948,0.9291,,,,,,,,Einigkeit,0.7414,Bürgermeisterwahl,hauptwahl,812,874
09177127,1952,0.8326,,,,,,,,kein Wahlvorschlag,0.471,Bürgermeisterwahl,hauptwahl,736,884
09177127,1952,0.836,,,,,,,,kein Wahlvorschlag,0.6231,Bürgermeisterwahl,stichwahl,739,884
09177127,1956,0.7518,,,,,,,,Überparteiliche Wählergemeinschaft,0.8059,Bürgermeisterwahl,hauptwahl,642,854
09177127,1960,0.7387,,,,,,,,Überparteiliche Wählergemeinschaft,0.9266,Bürgermeisterwahl,hauptwahl,602,815
09177127,1966,0.8152,,,,,,,,Überparteiliche Wählergemeinschaft,0.9734,Bürgermeisterwahl,hauptwahl,644,790
09177127,1972,0.7989,0.7435,,,,,,,CSU/Freie Wählergruppe,0.7435,Bürgermeisterwahl,hauptwahl,727,910
09177127,1978,0.8021,0.8549,,,,,,,CSU/Unabhängige Wählergemeinschaft,0.8549,Bürgermeisterwahl,hauptwahl,1090,1359
09177127,1984,0.8711,,,,,,,,FREIE WÄHLER,0.594,Bürgermeisterwahl,hauptwahl,1331,1528
09177127,1990,0.8037,,,,,,,,FREIE WÄHLER,0.7276,Bürgermeisterwahl,hauptwahl,1294,1610
09177127,1996,0.8471,,,,,,,,FREIE WÄHLER,0.5088,Bürgermeisterwahl,hauptwahl,1407,1661
09177127,2002,0.7668,,,,,,,,FREIE WÄHLER,0.5338,Bürgermeisterwahl,hauptwahl,1447,1887
09177127,2008,0.8026,0.5928,,,,,,,CSU/Bürgerblock,0.5928,Bürgermeisterwahl,hauptwahl,1618,2016
09177127,2014,0.7099,0.6846,,,,,,,CSU/Bürgerblock,0.6846,Bürgermeisterwahl,hauptwahl,1537,2165
09177127,2020,0.7499,,,,,,,,FREIE WÄHLER,0.5287,Bürgermeisterwahl,hauptwahl,1664,2219
09177127,2026,0.7876,0.537,,,,,,,CSU/Bürgerblock Lengdorf,0.537,Bürgermeisterwahl,hauptwahl,1758,2232
09177130,1948,0.738,,,,,,,,Parteilos,0.7343,Bürgermeisterwahl,hauptwahl,1003,1359
09177130,1952,0.7594,,,,,,,,Überparteilich,0.8406,Bürgermeisterwahl,hauptwahl,1095,1442
09177130,1956,0.7297,,,,,,,,Bürgerblock,0.8726,Bürgermeisterwahl,hauptwahl,1061,1454
09177130,1960,0.7942,,,,,,,,Bürgerblock/Bürgerschaft,0.9276,Bürgermeisterwahl,hauptwahl,1169,1472
09177130,1966,0.7508,,,,,,,,Bürgerblock/Bürgerschaft,0.9959,Bürgermeisterwahl,hauptwahl,1232,1641
09177130,1972,0.7851,,,,,,,,Bürgerblock/Bürgerschaft/CSU,0.9895,Bürgermeisterwahl,hauptwahl,1556,1982
09177130,1978,0.8072,,,,,,,,Bürgerblock/Bürgerschaft/CSU,0.9723,Bürgermeisterwahl,hauptwahl,1800,2230
09177130,1984,0.7693,,,,,,,,Bürgerblock/Bürgerschaft/CSU,0.9766,Bürgermeisterwahl,hauptwahl,1957,2544
09177130,1990,0.8257,0.4994,,,,,,,CSU,0.4994,Bürgermeisterwahl,hauptwahl,2354,2851
09177130,1990,0.6796,0.6901,,,,,,,CSU,0.6901,Bürgermeisterwahl,stichwahl,1932,2843
09177130,1996,0.7908,,0.5885,,,,,,SPD,0.5885,Bürgermeisterwahl,hauptwahl,2423,3064
09177130,2002,0.7617,,0.5889,,,,,,SPD,0.5889,Bürgermeisterwahl,hauptwahl,2745,3604
09177130,2008,0.7152,0.5358,,,,,,,CSU,0.5358,Bürgermeisterwahl,hauptwahl,2840,3971
09177130,2014,0.5824,0.8883,,,,,,,CSU,0.8883,Bürgermeisterwahl,hauptwahl,2526,4337
09177130,2020,0.6705,,0.5674,,,,,,SPD,0.5674,Bürgermeisterwahl,hauptwahl,3193,4762
09177130,2026,0.6896,,0.8053,,,,,,SPD/Die Parteifreien,0.8053,Bürgermeisterwahl,hauptwahl,3368,4884
09177131,1948,0.8531,0.7352,,,,,,,CSU,0.7352,Bürgermeisterwahl,hauptwahl,244,286
09177131,1952,0.8194,,,,,,,,Parteilos,0.4202,Bürgermeisterwahl,hauptwahl,245,299
09177131,1952,0.7291,,,,,,,,Parteilos,0.5734,Bürgermeisterwahl,stichwahl,218,299
09177131,1956,0.7943,,,,,,,,Parteilos,0.8295,Bürgermeisterwahl,hauptwahl,224,282
09177131,1960,0.8357,,,,,,,,Einigkeit,0.7222,Bürgermeisterwahl,hauptwahl,239,286
09177131,1966,0.8218,,,,,,,,Parteilos,0.6913,Bürgermeisterwahl,hauptwahl,249,303
09177131,1970,,,,,,,,,Wgem.,,Bürgermeisterwahl,hauptwahl,,
09177131,1972,0.807,,,,,,,,Wgem.,0.898,Bürgermeisterwahl,hauptwahl,673,834
09177131,1978,0.8648,,,,,,,,Überparteiliche Wählergemeinschaft,0.5575,Bürgermeisterwahl,hauptwahl,838,969
09177131,1984,0.8151,,,,,,,,Überparteiliche Wählergemeinschaft,0.7724,Bürgermeisterwahl,hauptwahl,855,1049
09177131,1988,0.779,0.3348,,,,,,,CSU,0.3348,Bürgermeisterwahl,hauptwahl,934,1199
09177131,1988,0.7229,,,,,,,,Freie Wählergemeinschaft,0.5345,Bürgermeisterwahl,stichwahl,866,1198
09177131,1990,0.806,,,,,,,,Freie Wählergemeinschaft,0.8503,Bürgermeisterwahl,hauptwahl,972,1206
09177131,1996,0.7728,,,,,,,,FREIE WÄHLER,0.4592,Bürgermeisterwahl,hauptwahl,1085,1404
09177131,1996,0.6581,,,,,,,,FREIE WÄHLER,0.6107,Bürgermeisterwahl,stichwahl,924,1404
09177131,2002,0.6278,0.9451,,,,,,,CSU/SPD/Freie Wähler/Neuchinger Block,0.9451,Bürgermeisterwahl,hauptwahl,1054,1679
09177131,2008,0.5923,0.9374,,,,,,,CSU/SPD/FW/ÜWG/NB,0.9374,Bürgermeisterwahl,hauptwahl,1075,1815
09177131,2014,0.5483,,,,,,,,Kandidat für Neuching,0.9034,Bürgermeisterwahl,hauptwahl,1084,1977
09177131,2020,0.6699,0.7275,,,,,,,CSU,0.7275,Bürgermeisterwahl,hauptwahl,1429,2133
09177131,2026,0.7299,0.5366,,,,,,,CSU,0.5366,Bürgermeisterwahl,hauptwahl,1581,2166
09177133,1948,0.803,,,,,,,,Wählergruppe,0.3773,Bürgermeisterwahl,hauptwahl,1296,1614
09177133,1948,,,,,,,,,Wählergruppe,,Bürgermeisterwahl,hauptwahl,,
09177133,1952,0.8019,,,,,,,,Bürgervertretung,0.6038,Bürgermeisterwahl,hauptwahl,1352,1686
09177133,1956,0.8131,,,,,,,,Bürgervereinigung,0.5587,Bürgermeisterwahl,hauptwahl,1340,1648
09177133,1960,0.7975,,,,,,,,Bürgervereinigung,0.8745,Bürgermeisterwahl,hauptwahl,1284,1610
09177133,1966,0.8303,,,,,,,,Wählergemeinschaft,0.6115,Bürgermeisterwahl,hauptwahl,1375,1656
09177133,1972,0.8272,,,,,,,,Parteilos,0.9661,Bürgermeisterwahl,hauptwahl,1436,1736
09177133,1978,0.8352,,,,,,,,Wählergemeinschaft/Wählergruppe,0.9753,Bürgermeisterwahl,hauptwahl,1718,2057
09177133,1984,0.7674,,,,,,,,Wählergemeinschaft/Wählergruppe,0.9451,Bürgermeisterwahl,hauptwahl,1719,2240
09177133,1990,0.7586,,,,,,,,Wählergemeinschaft/Wählergruppe/CSU,0.9092,Bürgermeisterwahl,hauptwahl,1892,2494
09177133,1996,0.687,0.7339,,,,,,,CSU/Wählergemeinschaft/Wählergruppe,0.7339,Bürgermeisterwahl,hauptwahl,1938,2821
09177133,2002,0.6333,0.7959,,,,,,,CSU/Wählergemeinschaft/Wählergruppe,0.7959,Bürgermeisterwahl,hauptwahl,2190,3458
09177133,2008,0.5895,0.8107,,,,,,,CSU/Wählergemeinschaften/Wählergruppen,0.8107,Bürgermeisterwahl,hauptwahl,2280,3868
09177133,2014,0.5208,0.7531,,,,,,,CSU/Wählergemeinschaften/Wählergruppen,0.7531,Bürgermeisterwahl,hauptwahl,2325,4464
09177133,2020,0.5755,0.9266,,,,,,,CSU/Wählergemeinschaften und Wählergruppen der Gemeinde Oberding,0.9266,Bürgermeisterwahl,hauptwahl,2824,4907
09177133,2026,0.6113,0.932,,,,,,,CSU/Freie Wählergruppe Notzingermoos/Oberdingermoos/Wählergemeinschaft Niederding/Wählergemeinschaft Oberding/Wählergemeinschaft Ortschaft Notzing/Wählergemeinschaft Schwaig und Schwaigermoos/Wählergruppe Ortschaft Aufkirchen,0.932,Bürgermeisterwahl,hauptwahl,3096,5065
09177134,1948,0.8549,,,,,,,,Parteilos,0.4962,Bürgermeisterwahl,hauptwahl,436,510
09177134,1948,,,,,,,,,Parteilos,,Bürgermeisterwahl,stichwahl,,
09177134,1952,0.8706,,,,,,,,Gerechtigkeit,0.9262,Bürgermeisterwahl,hauptwahl,498,572
09177134,1956,0.8253,,,,,,,,Parteilos,0.9707,Bürgermeisterwahl,hauptwahl,482,584
09177134,1960,0.89,,,,,,,,Gerechtigkeit,0.9623,Bürgermeisterwahl,hauptwahl,518,582
09177134,1966,0.8143,,,,,,,,Gerechtigkeit,0.9816,Bürgermeisterwahl,hauptwahl,557,684
09177134,1972,0.8478,,,,,,,,Gerechtigkeit,0.9825,Bürgermeisterwahl,hauptwahl,635,749
09177134,1978,0.8766,,,,,,,,Gerechtigkeit,0.953,Bürgermeisterwahl,hauptwahl,696,794
09177134,1984,0.8186,,,,,,,,Freie Wähler/Gerechtigkeit,0.9378,Bürgermeisterwahl,hauptwahl,686,838
09177134,1986,0.7464,0.722,,,,,,,CSU,0.722,Bürgermeisterwahl,hauptwahl,621,832
09177134,1990,0.8438,0.6974,,,,,,,CSU,0.6974,Bürgermeisterwahl,hauptwahl,794,941
09177134,1996,0.8052,0.6369,,,,,,,CSU,0.6369,Bürgermeisterwahl,hauptwahl,835,1037
09177134,2002,0.7331,0.5341,,,,,,,CSU,0.5341,Bürgermeisterwahl,hauptwahl,901,1229
09177134,2008,0.7094,0.7367,,,,,,,CSU,0.7367,Bürgermeisterwahl,hauptwahl,986,1390
09177134,2014,0.6968,,0.7141,,,,,,SPD/FWO,0.7141,Bürgermeisterwahl,hauptwahl,1055,1514
09177134,2020,0.7269,,0.8409,,,,,,SPD/Freie Wähler Ottenhofen,0.8409,Bürgermeisterwahl,hauptwahl,1110,1527
09177134,2026,0.7857,0.5264,,,,,,,CSU,0.5264,Bürgermeisterwahl,hauptwahl,1228,1563
09177135,1948,0.9186,,,,,,,,Parteilos,0.8542,Bürgermeisterwahl,hauptwahl,722,786
09177135,1952,0.8369,,,,,,,,Einigkeit,0.8719,Bürgermeisterwahl,hauptwahl,703,840
09177135,1956,0.8683,,,,,,,,Überparteilich,0.9467,Bürgermeisterwahl,hauptwahl,666,767
09177135,1960,0.8643,,,,,,,,Wählergruppe,0.8884,Bürgermeisterwahl,hauptwahl,656,759
09177135,1966,0.9252,,,,,,,,Einigkeit,0.7648,Bürgermeisterwahl,hauptwahl,717,775
09177135,1972,0.7885,,,,,,,,Einigkeit,0.953,Bürgermeisterwahl,hauptwahl,738,936
09177135,1978,0.8459,,,,,,,,Einigkeit,0.9759,Bürgermeisterwahl,hauptwahl,906,1071
09177135,1984,0.8391,,,,,,,,Einigkeit,0.9414,Bürgermeisterwahl,hauptwahl,954,1137
09177135,1990,0.8266,0.8871,,,,,,,CSU/Einigkeit,0.8871,Bürgermeisterwahl,hauptwahl,1049,1269
09177135,1996,0.7243,0.8931,,,,,,,CSU/Einigkeit,0.8931,Bürgermeisterwahl,hauptwahl,1077,1487
09177135,2002,0.7656,0.5789,,,,,,,CSU,0.5789,Bürgermeisterwahl,hauptwahl,1303,1702
09177135,2008,0.6318,0.8965,,,,,,,CSU,0.8965,Bürgermeisterwahl,hauptwahl,1184,1874
09177135,2014,0.638,0.7134,,,,,,,CSU,0.7134,Bürgermeisterwahl,hauptwahl,1255,1967
09177135,2020,0.7146,,,,,,,,"Freie Wählergemeinschaft ""Einigkeit""",0.7545,Bürgermeisterwahl,hauptwahl,1555,2176
09177135,2026,0.7487,,,,,,,,Bürgernahe Interessen Gemeinschaft Pastetten,0.5257,Bürgermeisterwahl,hauptwahl,1671,2232
09177137,1948,0.9129,,,,,,,,Parteilos,0.7487,Bürgermeisterwahl,hauptwahl,660,723
09177137,1952,0.8304,,,,,,,,Wählergruppe,0.9596,Bürgermeisterwahl,hauptwahl,617,743
09177137,1956,0.8655,,,,,,,,Wählergruppe,0.8653,Bürgermeisterwahl,hauptwahl,605,699
09177137,1960,0.8275,,,,,,,,Wählergruppe,0.9263,Bürgermeisterwahl,hauptwahl,614,742
09177137,1966,0.8974,0.6058,,,,,,,CSU,0.6058,Bürgermeisterwahl,hauptwahl,665,741
09177137,1971,0.8808,0.679,,,,,,,CSU/Wählergemeinschaft,0.679,Bürgermeisterwahl,hauptwahl,1603,1820
09177137,1978,0.8656,,,,,,,,Freie Wähler/Einigkeit,0.6213,Bürgermeisterwahl,hauptwahl,1662,1920
09177137,1983,0.8115,0.5537,,,,,,,CSU/Wählergemeinschaft,0.5537,Bürgermeisterwahl,hauptwahl,1662,2048
09177137,1984,0.7978,0.9584,,,,,,,CSU/Wählergemeinschaft,0.9584,Bürgermeisterwahl,hauptwahl,1653,2072
09177137,1990,0.7688,0.9411,,,,,,,CSU/Wählergemeinschaft,0.9411,Bürgermeisterwahl,hauptwahl,1816,2362
09177137,1996,0.7086,0.9078,,,,,,,CSU/Wählergemeinschaft,0.9078,Bürgermeisterwahl,hauptwahl,1780,2512
09177137,2002,0.7132,0.782,,,,,,,CSU/Wählergemeinschaft,0.782,Bürgermeisterwahl,hauptwahl,2024,2838
09177137,2008,0.6752,0.7541,,,,,,,CSU/Wählergemeinschaft,0.7541,Bürgermeisterwahl,hauptwahl,2156,3193
09177137,2014,0.7129,,,,,,,,Freie Wählergemeinschaft,0.4353,Bürgermeisterwahl,hauptwahl,2418,3392
09177137,2014,0.6959,,,,,,,,Freie Wählergemeinschaft,0.5555,Bürgermeisterwahl,stichwahl,2352,3380
09177137,2020,0.6657,,,,,,,,Freie Wählergemeinschaft Einigkeit,0.85,Bürgermeisterwahl,hauptwahl,2404,3611
09177137,2026,0.6909,,,,,,,,Freie Wählergemeinschaft,0.834,Bürgermeisterwahl,hauptwahl,2528,3659
09177138,1948,0.8985,0.7887,,,,,,,CSU,0.7887,Bürgermeisterwahl,hauptwahl,602,670
09177138,1952,0.8744,,,,,,,,Wählergruppe,0.7345,Bürgermeisterwahl,hauptwahl,585,669
09177138,1956,0.9238,,,,,,,,Wählergruppe,0.5855,Bürgermeisterwahl,hauptwahl,582,630
09177138,1960,0.827,,,,,,,,Parteilos,0.9916,Bürgermeisterwahl,hauptwahl,478,578
09177138,1966,0.8275,,,,,,,,Parteifreie Wählerschaft,0.983,Bürgermeisterwahl,hauptwahl,470,568
09177138,1972,0.8447,,,,,,,,Freie Wählergemeinschaft,0.9555,Bürgermeisterwahl,hauptwahl,609,721
09177138,1978,0.8197,,,,,,,,Überparteiliche Wählergemeinschaft,0.9007,Bürgermeisterwahl,hauptwahl,632,771
09177138,1984,0.7866,,,,,,,,Überparteiliche Wählergemeinschaft,0.9625,Bürgermeisterwahl,hauptwahl,623,792
09177138,1990,0.8145,,,,,,,,Überparteiliche Wählergemeinschaft,0.8784,Bürgermeisterwahl,hauptwahl,672,825
09177138,1996,0.8618,,,,,,,,Überparteiliche Wählergemeinschaft,0.5672,Bürgermeisterwahl,hauptwahl,748,868
09177138,2002,0.7773,,,,,,,,Überparteiliche Wählergemeinschaft,0.7678,Bürgermeisterwahl,hauptwahl,691,889
09177138,2008,0.7705,,,,,,,,Überparteiliche Wählergemeinschaft,0.906,Bürgermeisterwahl,hauptwahl,705,915
09177138,2014,0.6755,,,,,,,,Überparteiliche Wählergemeinschaft,0.9487,Bürgermeisterwahl,hauptwahl,660,977
09177138,2020,0.7191,,,,,,,,Überparteiliche Wählergemeinschaft Steinkirchen,0.9364,Bürgermeisterwahl,hauptwahl,745,1036
09177138,2026,0.7881,,,,,,,,Überparteiliche Wählergemeinschaft Steinkirchen,0.8039,Bürgermeisterwahl,hauptwahl,859,1090
09177139,1948,0.9051,0.5473,,,,,,,CSU,0.5473,Bürgermeisterwahl,hauptwahl,1469,1623
09177139,1952,0.9057,0.5158,,,,,,,CSU,0.5158,Bürgermeisterwahl,hauptwahl,1412,1559
09177139,1956,0.8851,0.5143,,,,,,,CSU,0.5143,Bürgermeisterwahl,hauptwahl,1556,1758
09177139,1960,0.8771,0.4343,,,,,,,CSU,0.4343,Bürgermeisterwahl,hauptwahl,1805,2058
09177139,1960,0.8397,0.5321,,,,,,,CSU,0.5321,Bürgermeisterwahl,stichwahl,1734,2065
09177139,1966,0.8196,0.9739,,,,,,,CSU/Wählergemeinschaft,0.9739,Bürgermeisterwahl,hauptwahl,2095,2556
09177139,1972,0.8316,0.9658,,,,,,,CSU/Wählergemeinschaft,0.9658,Bürgermeisterwahl,hauptwahl,4114,4947
09177139,1978,0.8679,0.5456,,,,,,,CSU,0.5456,Bürgermeisterwahl,hauptwahl,4525,5214
09177139,1984,0.7654,0.9558,,,,,,,CSU,0.9558,Bürgermeisterwahl,hauptwahl,4228,5524
09177139,1990,0.7596,0.9266,,,,,,,CSU,0.9266,Bürgermeisterwahl,hauptwahl,4455,5865
09177139,1996,0.7938,0.3463,,,,,,,CSU,0.3463,Bürgermeisterwahl,hauptwahl,4811,6061
09177139,1996,0.7345,0.6044,,,,,,,CSU,0.6044,Bürgermeisterwahl,stichwahl,4446,6053
09177139,2002,0.7153,0.626,,,,,,,CSU,0.626,Bürgermeisterwahl,hauptwahl,4779,6681
09177139,2008,0.6662,0.7505,,,,,,,CSU,0.7505,Bürgermeisterwahl,hauptwahl,4693,7044
09177139,2014,0.575,0.9312,,,,,,,CSU,0.9312,Bürgermeisterwahl,hauptwahl,4323,7518
09177139,2020,0.6433,0.4352,,,,,,,CSU,0.4352,Bürgermeisterwahl,hauptwahl,5269,8191
09177139,2020,0.686,0.5639,,,,,,,CSU,0.5639,Bürgermeisterwahl,stichwahl,5614,8184
09177139,2026,0.6629,0.596,,,,,,,CSU,0.596,Bürgermeisterwahl,hauptwahl,5562,8391
09177142,1948,0.8106,,,,,,,,BP,0.8735,Bürgermeisterwahl,hauptwahl,552,681
09177142,1952,0.8316,,,,,,,,Wählergruppe,0.9856,Bürgermeisterwahl,hauptwahl,563,677
09177142,1956,0.8331,,,,,,,,Wählergruppe,0.9545,Bürgermeisterwahl,hauptwahl,509,611
09177142,1960,0.8297,,,,,,,,Wählergruppe,0.6829,Bürgermeisterwahl,hauptwahl,492,593
09177142,1966,0.8016,,,,,,,,Wählergruppe,0.926,Bürgermeisterwahl,hauptwahl,489,610
09177142,1972,0.8757,,,,,,,,Freie Wählergemeinschaft,0.6176,Bürgermeisterwahl,hauptwahl,620,708
09177142,1978,0.8538,0.6276,,,,,,,CSU,0.6276,Bürgermeisterwahl,hauptwahl,701,821
09177142,1984,0.8609,0.5528,,,,,,,CSU,0.5528,Bürgermeisterwahl,hauptwahl,817,949
09177142,1990,0.9202,,,,,,,,Einigkeit,0.5458,Bürgermeisterwahl,hauptwahl,945,1027
09177142,1996,0.8063,0.5228,,,,,,,CSU,0.5228,Bürgermeisterwahl,hauptwahl,953,1182
09177142,2002,0.6751,0.9302,,,,,,,CSU,0.9302,Bürgermeisterwahl,hauptwahl,902,1336
09177142,2008,0.6588,0.887,,,,,,,CSU,0.887,Bürgermeisterwahl,hauptwahl,977,1483
09177142,2014,0.6865,0.5497,,,,,,,CSU,0.5497,Bürgermeisterwahl,hauptwahl,1086,1582
09177142,2020,0.7387,0.6286,,,,,,,CSU,0.6286,Bürgermeisterwahl,hauptwahl,1244,1684
09177142,2026,0.7313,0.9001,,,,,,,CSU,0.9001,Bürgermeisterwahl,hauptwahl,1249,1708
09177143,1948,0.8762,0.4427,,,,,,,CSU,0.4427,Bürgermeisterwahl,hauptwahl,1005,1147
09177143,1948,,,,,,,,,Parteilose Gruppe,,Bürgermeisterwahl,stichwahl,,
09177143,1952,0.8872,,,,,,,,Gemeinschaftsblock,0.6896,Bürgermeisterwahl,hauptwahl,967,1090
09177143,1956,0.8759,,,,,,,,Gemeinschaftsblock,0.6425,Bürgermeisterwahl,hauptwahl,960,1096
09177143,1960,0.8329,0.8276,,,,,,,CSU,0.8276,Bürgermeisterwahl,hauptwahl,937,1125
09177143,1966,0.8567,0.8915,,,,,,,CSU,0.8915,Bürgermeisterwahl,hauptwahl,1070,1249
09177143,1972,0.855,0.9044,,,,,,,CSU,0.9044,Bürgermeisterwahl,hauptwahl,1486,1738
09177143,1978,0.9314,0.8579,,,,,,,CSU,0.8579,Bürgermeisterwahl,hauptwahl,1615,1734
09177143,1984,0.8299,,,,,,,,Freie Wählergemeinschaft,0.5212,Bürgermeisterwahl,hauptwahl,1766,2128
09177143,1990,0.8103,,,,,,,,Freie Wählergemeinschaft,0.6715,Bürgermeisterwahl,hauptwahl,2059,2541
09177143,1996,0.6578,,,,,,,,Freie Wählergemeinschaft,0.8023,Bürgermeisterwahl,hauptwahl,1918,2916
09177143,2002,0.6771,0.4604,,,,,,,CSU,0.4604,Bürgermeisterwahl,hauptwahl,2212,3267
09177143,2002,0.5448,0.5981,,,,,,,CSU,0.5981,Bürgermeisterwahl,stichwahl,1780,3267
09177143,2008,0.6469,0.4379,,,,,,,CSU,0.4379,Bürgermeisterwahl,hauptwahl,2347,3628
09177143,2008,0.6015,,,,,,,,Freie Wählergemeinschaft,0.5067,Bürgermeisterwahl,stichwahl,2174,3614
09177143,2014,0.5391,,,,,,,,Freie Wählergemeinschaft,0.8001,Bürgermeisterwahl,hauptwahl,2096,3888
09177143,2020,0.618,0.5892,,,,,,,CSU,0.5892,Bürgermeisterwahl,hauptwahl,2671,4322
09177143,2026,0.6166,0.7506,,,,,,,CSU,0.7506,Bürgermeisterwahl,hauptwahl,2674,4337
09177144,1948,0.893,,,,,,,,Parteilos,0.938,Bürgermeisterwahl,hauptwahl,893,1000
09177144,1952,0.8535,,,,,,,,Wählergruppe,0.7923,Bürgermeisterwahl,hauptwahl,903,1058
09177144,1956,0.861,,,,,,,,Wählergruppe,0.6029,Bürgermeisterwahl,hauptwahl,917,1065
09177144,1960,0.7812,,,,,,,,Wählergruppe,0.9608,Bürgermeisterwahl,hauptwahl,896,1147
09177144,1966,0.8254,,,,,,,,Wählergruppe,0.9445,Bürgermeisterwahl,hauptwahl,1111,1346
09177144,1972,0.8386,,,,,,,,Überparteiliche Wählergemeinschaft,0.6828,Bürgermeisterwahl,hauptwahl,1330,1586
09177144,1978,0.8258,,,,,,,,Überparteiliche Wählergemeinschaft,0.6353,Bürgermeisterwahl,hauptwahl,1536,1860
09177144,1984,0.7502,,,,,,,,Überparteiliche Wählergemeinschaft,0.9175,Bürgermeisterwahl,hauptwahl,1520,2026
09177144,1990,0.8221,,0.3568,,,,,,SPD/Parteifreie,0.3568,Bürgermeisterwahl,hauptwahl,1835,2232
09177144,1990,0.7303,,0.6377,,,,,,SPD/Parteifreie,0.6377,Bürgermeisterwahl,stichwahl,1652,2262
09177144,1996,0.6965,,0.9498,,,,,,SPD,0.9498,Bürgermeisterwahl,hauptwahl,1900,2728
09177144,2002,0.6807,,0.6989,,,,,,SPD,0.6989,Bürgermeisterwahl,hauptwahl,2138,3141
09177144,2008,0.6641,,0.7172,,,,,,SPD,0.7172,Bürgermeisterwahl,hauptwahl,2216,3337
09177144,2014,0.666,,,,,,,,Überparteiliche Wählergemeinschaft,0.5704,Bürgermeisterwahl,hauptwahl,2313,3473
09177144,2020,0.6756,,,,,,,,Überparteiliche Wählergemeinschaft,0.9751,Bürgermeisterwahl,hauptwahl,2432,3600
