ags,election_year,turnout,cdu_csu,spd,gruene,fdp,linke_pds,afd,bsw,number_voters,eligible_voters
01004000,2013,0.3978,0.3647,0.3401,0.125,0.0418,0.03,,,25358,63738
01004000,2018,0.3514,0.3403,0.2736,0.1637,0.0585,0.0426,,,22786,64839
01004000,2023,0.4003,0.2929,0.2506,0.1272,0.0753,0.0253,0.047,,25573,63882
01051001,1994,0.7226,0.5487,0.3339,0.0388,0.0304,,,,1935,2678
01051001,1998,0.6521,0.5706,0.3371,0.038,0.0233,,,,1874,2874
01051001,2003,0.5745,0.5912,0.2765,0.0244,0.0703,,,,1700,2959
01051001,2008,0.5579,0.5188,0.2561,0.0194,0.1203,0.0401,,,1571,2816
01051001,2013,0.4954,0.5228,0.2618,0.0631,0.0747,0.016,,,1400,2826
01051001,2018,0.4867,0.4762,0.1746,,0.1109,,,,1404,2885
01051001,2023,0.4864,0.3903,0.2117,,0.103,,,,1408,2895
01051002,1994,0.7362,0.4741,0.3017,0.0776,0.0345,,,,120,163
01051002,1998,0.6882,0.4333,0.3333,0.0333,0.1333,,,,128,186
01051002,2003,0.6066,0.6364,0.2091,0.0455,0.0545,,,,111,183
01051002,2008,0.5691,0.5455,0.1919,0.0505,0.1111,0.0505,,,103,181
01051002,2013,0.5257,0.5495,0.2418,0.1429,0.033,,,,92,175
01051002,2018,0.6108,,,,,,,,102,167
01051002,2023,0.7238,,,,,,,,131,181
01051003,1994,0.7374,0.388,0.3279,0.0628,0.0109,,,,379,514
01051003,1998,0.7028,0.3245,0.3166,0.0053,0.0132,,,,383,545
01051003,2003,0.6474,0.4217,0.1596,0.0151,0.006,,,,336,519
01051003,2008,0.5465,0.6036,0.1714,0.0357,0.0214,0.0393,,,288,527
01051003,2013,0.4912,0.5425,0.1903,0.0526,0.0202,0.0162,,,250,509
01051003,2018,0.4836,,,,,,,,236,488
01051003,2023,0.5586,0.2881,,,,,,,286,512
01051004,1994,0.7041,0.4503,0.3932,0.0655,0.0338,,,,483,686
01051004,1998,0.6667,0.4599,0.3883,0.0304,0.0412,,,,472,708
01051004,2003,0.5995,0.6339,0.2357,0.0275,0.0343,,,,446,744
01051004,2008,0.5787,0.4848,0.2214,0.0233,0.1026,0.0769,,,441,762
01051004,2013,0.4993,0.4747,0.2347,0.0293,0.0693,0.0133,,,377,755
01051004,2018,0.5039,,,,,,,,386,766
01051004,2023,0.5654,,,,,,,,441,780
01051005,1994,0.7215,0.4779,0.292,0.0708,0.0442,,,,114,158
01051005,1998,0.7885,0.4672,0.3689,0.0492,0.0492,,,,123,156
01051005,2003,0.6585,0.5741,0.3241,0.0556,0.037,,,,108,164
01051005,2008,0.6289,0.38,0.17,0.13,0.15,0.06,,,100,159
01051005,2013,0.6392,0.45,0.23,0.23,0.02,0.01,,,101,158
01051005,2018,0.6959,,,,,,,,103,148
01051005,2023,0.7484,,,,,,,,116,155
01051006,1994,0.8009,0.3442,0.4077,0.025,0.0077,,,,523,653
01051006,1998,0.7232,0.3224,0.3593,0.0082,0.0123,,,,499,690
01051006,2003,0.7165,0.4158,0.1988,0.0203,0.0203,,,,498,695
01051006,2008,0.6662,0.3665,0.2624,0.0158,0.0271,0.0475,,,449,674
01051006,2013,0.6202,0.2738,0.1932,0.0367,0.0122,0.0098,,,418,674
01051006,2018,0.6048,0.306,0.2256,,,,,,381,630
01051006,2023,0.6216,0.3323,0.2026,,,,,,386,621
01051008,1994,0.8387,0.6154,0.1154,0.0769,,,,,26,31
01051008,1998,0.8,0.6667,0.125,0.0417,0.0417,,,,24,30
01051008,2003,0.8519,0.9565,,0.0435,,,,,23,27
01051008,2008,0.8125,0.76,0.12,0.04,0.04,,,,26,32
01051008,2013,0.6154,0.8125,0.125,,0.0625,,,,16,26
01051010,1994,0.6031,0.6329,0.1899,0.0759,0.0127,,,,79,131
01051010,1998,0.64,0.6383,0.1915,0.0426,0.0106,,,,96,150
01051010,2003,0.675,0.7383,0.1308,0.0654,0.0187,,,,108,160
01051010,2008,0.6026,0.5952,0.0714,0.0476,0.0595,0.0595,,,91,151
01051010,2013,0.5,0.4217,0.0241,0.0361,0.012,,,,85,170
01051010,2018,0.4444,,,,,,,,80,180
01051010,2023,0.5465,,,,,,,,94,172
01051011,1994,0.7065,0.3258,0.4759,0.0783,0.0428,,,,7444,10536
01051011,1998,0.6046,0.3635,0.5079,0.0443,0.0358,,,,6718,11112
01051011,2003,0.4893,0.4641,0.3702,0.0403,0.0719,,,,5490,11221
01051011,2008,0.4846,0.3549,0.315,0.0626,0.142,0.0822,,,5475,11298
01051011,2013,0.425,0.3174,0.3773,0.0883,0.134,0.0223,,,4663,10973
01051011,2018,0.3929,0.3342,0.3099,0.1103,0.1822,,,,4204,10700
01051011,2023,0.456,0.3493,0.2473,0.0979,0.1799,,,,4753,10424
01051012,1994,0.8104,0.4818,0.2166,0.052,0.0121,,,,590,728
01051012,1998,0.6881,0.4113,0.2358,0.0293,0.0274,,,,556,808
01051012,2003,0.6176,0.4451,0.1231,0.0303,0.0246,,,,533,863
01051012,2008,0.6124,0.3052,0.1364,0.0763,0.0779,0.0341,,,632,1032
01051012,2013,0.5872,0.3661,0.1309,0.0327,0.0389,0.0123,,,495,843
01051012,2018,0.5301,0.4344,,,,,,,449,847
01051012,2023,0.5542,0.4041,,,,,,,486,877
01051013,1994,0.7536,0.4373,0.3373,0.0408,0.0746,,,,2917,3871
01051013,1998,0.7009,0.4623,0.3139,0.1045,0.0218,,,,2742,3912
01051013,2003,0.5944,0.5153,0.2093,0.0224,0.0889,,,,2359,3969
01051013,2008,0.6468,0.3787,0.2152,0.0247,0.1157,0.0398,,,2694,4165
01051013,2013,0.5562,0.3849,0.2421,0.0599,0.0726,0.0153,,,2400,4315
01051013,2018,0.5169,0.3868,0.2788,,0.1208,,,,2239,4332
01051013,2023,0.5112,0.4269,0.2459,0.1209,,,,,2186,4276
01051014,1994,0.8,0.5128,0.3436,0.0564,0.0667,,,,200,250
01051014,1998,0.7273,0.484,0.383,0.0638,0.0372,,,,192,264
01051014,2003,0.7231,0.5826,0.2615,0.0367,0.0734,,,,222,307
01051014,2008,0.6038,0.3862,0.2646,0.037,0.1958,0.0741,,,192,318
01051014,2013,0.6142,0.3941,0.2611,0.1034,0.0887,0.0099,,,207,337
01051014,2018,0.5369,,,,,,,,182,339
01051014,2023,0.6049,,,,,,,,196,324
01051015,1994,0.7491,0.5617,0.2978,0.0654,0.0315,,,,427,570
01051015,1998,0.686,0.6429,0.2333,0.0357,0.0429,,,,426,621
01051015,2003,0.6827,0.5727,0.217,0.0805,0.0604,,,,454,665
01051015,2008,0.5908,0.4709,0.2513,0.0714,0.0873,0.0582,,,397,672
01051015,2013,0.5753,0.4688,0.29,0.1247,0.0434,0.0379,,,378,657
01051015,2018,0.5636,,,,,,,,368,653
01051015,2023,0.6067,,,,,,,,398,656
01051016,1994,0.7058,0.4018,0.3301,0.1049,0.0558,,,,2426,3437
01051016,1998,0.6403,0.4558,0.3483,0.0674,0.0687,,,,2293,3581
01051016,2003,0.53,0.5229,0.2359,0.0537,0.0764,,,,1927,3636
01051016,2008,0.5375,0.2827,0.1419,0.0397,0.1498,0.0731,,,1927,3585
01051016,2013,0.4774,0.3548,0.1521,0.0775,0.1371,0.0209,,,1708,3578
01051016,2018,0.4565,0.34,0.1366,,0.1423,,,,1615,3538
01051016,2023,0.4812,0.3355,0.0945,,0.1276,,,,1742,3620
01051017,1994,0.7436,0.3314,0.5174,0.0291,0.0174,,,,174,234
01051017,1998,0.7137,0.3842,0.4011,0.0508,0.0395,,,,177,248
01051017,2003,0.6226,0.5513,0.2564,0.0385,0.0192,,,,160,257
01051017,2008,0.6586,0.4277,0.2138,0.0314,0.0692,0.0692,,,164,249
01051017,2013,0.5278,0.4662,0.2481,0.0226,0.0451,0.0075,,,133,252
01051017,2018,0.5506,,,,,,,,136,247
01051017,2023,0.5556,,,,,,,,150,270
01051019,1994,0.7448,0.6167,0.2313,0.0485,0.0198,,,,464,623
01051019,1998,0.694,0.595,0.2128,0.0252,0.0412,,,,449,647
01051019,2003,0.6302,0.75,0.099,0.0443,0.0339,,,,392,622
01051019,2008,0.5654,0.6944,0.092,0.0415,0.0623,0.0386,,,350,619
01051019,2013,0.5693,0.6806,0.1433,0.0806,0.0388,0.0119,,,345,606
01051019,2018,0.545,0.5577,,,,,,,339,622
01051019,2023,0.575,0.5524,,,,,,,368,640
01051020,1994,0.6894,0.5,0.2891,0.0807,0.0104,,,,395,573
01051020,1998,0.6464,0.4343,0.3324,0.0322,0.0456,,,,382,591
01051020,2003,0.5266,0.637,0.2013,0.0528,0.033,,,,307,583
01051020,2008,0.5839,0.4514,0.2057,0.06,0.1257,0.0886,,,369,632
01051020,2013,0.5017,0.5034,0.2551,0.1088,0.0646,0.0306,,,295,588
01051020,2018,0.5106,,,,,,,,313,613
01051020,2023,0.5601,,,,,,,,373,666
01051021,1994,0.7641,0.3275,0.5188,0.0493,0.0203,,,,353,462
01051021,1998,0.6943,0.3063,0.5856,0.027,0.024,,,,343,494
01051021,2003,0.5767,0.3836,0.3396,0.044,0.0566,,,,331,574
01051021,2008,0.5428,0.3214,0.3377,0.039,0.0974,0.0942,,,317,584
01051021,2013,0.4774,0.3774,0.3463,0.07,0.0856,0.035,,,274,574
01051021,2018,0.4689,,0.1257,,,,,,271,578
01051021,2023,0.5671,,,,,,,,334,589
01051022,1994,0.7445,0.2909,0.5706,0.0748,0.0111,,,,370,497
01051022,1998,0.7893,0.2148,0.5679,0.0123,0.0395,,,,412,522
01051022,2003,0.6935,0.3514,0.491,0.0233,0.0233,,,,396,571
01051022,2008,0.6929,0.2573,0.5517,0.0133,0.0504,0.0186,,,388,560
01051022,2013,0.6026,0.32,0.5538,0.0554,0.0154,0.0123,,,329,546
01051022,2018,0.5302,,1,,,,,,281,530
01051022,2023,0.6842,,0.6524,,,,,,377,551
01051023,1994,0.6789,0.4984,0.2797,0.0418,0.0129,,,,315,464
01051023,1998,0.5746,0.5088,0.2702,0.0211,0.0281,,,,289,503
